querySequenceId	categoryId	direction
ncbi-curated/JQ414051	S6_genotype_16	FORWARD
ncbi-curated/JQ414051	S6_genotype_3	FORWARD
ncbi-curated/JQ414052	S6_genotype_1	FORWARD
ncbi-curated/JQ740776	S6_genotype_10	FORWARD
ncbi-curated/JQ771818	S6_genotype_16	FORWARD
ncbi-curated/JQ771818	S6_genotype_21	FORWARD
ncbi-curated/JQ822253	S6_genotype_2	FORWARD
ncbi-curated/JQ904068	S6_genotype_2	FORWARD
ncbi-curated/JQ924825	S6_genotype_16	FORWARD
ncbi-curated/JQ972836	S6_genotype_11	FORWARD
ncbi-curated/JQ972846	S6_genotype_11	FORWARD
ncbi-curated/JQ972856	S6_genotype_11	FORWARD
ncbi-curated/JQ972866	S6_genotype_17	FORWARD
ncbi-curated/JX003692	S6_genotype_5	FORWARD
ncbi-curated/JX003692	S6_genotype_16	FORWARD
ncbi-curated/JX007927	S6_genotype_16	FORWARD
ncbi-curated/JX024942	S6_genotype_24	FORWARD
ncbi-curated/JX024942	S6_genotype_11	FORWARD
ncbi-curated/JX024942	S6_genotype_4	FORWARD
ncbi-curated/JX024947	S6_genotype_24	FORWARD
ncbi-curated/JX024947	S6_genotype_4	FORWARD
ncbi-curated/JX024947	S6_genotype_11	FORWARD
ncbi-curated/JX024952	S6_genotype_11	FORWARD
ncbi-curated/JX024952	S6_genotype_4	FORWARD
ncbi-curated/JX024952	S6_genotype_24	FORWARD
ncbi-curated/JX024957	S6_genotype_24	FORWARD
ncbi-curated/JX024957	S6_genotype_11	FORWARD
ncbi-curated/JX024957	S6_genotype_4	FORWARD
ncbi-curated/JX024962	S6_genotype_24	FORWARD
ncbi-curated/JX024962	S6_genotype_11	FORWARD
ncbi-curated/JX024962	S6_genotype_4	FORWARD
ncbi-curated/JX272374	S6_genotype_24	FORWARD
ncbi-curated/JX272384	S6_genotype_1	FORWARD
ncbi-curated/JX272394	S6_genotype_22	FORWARD
ncbi-curated/JX272404	S6_genotype_23	FORWARD
ncbi-curated/JX272414	S6_genotype_21	FORWARD
ncbi-curated/JX272424	S6_genotype_20	FORWARD
ncbi-curated/JX272434	S6_genotype_19	FORWARD
ncbi-curated/JX272444	S6_genotype_18	FORWARD
ncbi-curated/JX272454	S6_genotype_17	FORWARD
ncbi-curated/JX272464	S6_genotype_16	FORWARD
ncbi-curated/JX272474	S6_genotype_15	FORWARD
ncbi-curated/JX272484	S6_genotype_14	FORWARD
ncbi-curated/JX272494	S6_genotype_13	FORWARD
ncbi-curated/JX272504	S6_genotype_12	FORWARD
ncbi-curated/JX272514	S6_genotype_11	FORWARD
ncbi-curated/JX272524	S6_genotype_10	FORWARD
ncbi-curated/JX272534	S6_genotype_9	FORWARD
ncbi-curated/JX272544	S6_genotype_8	FORWARD
ncbi-curated/JX272554	S6_genotype_7	FORWARD
ncbi-curated/JX272564	S6_genotype_6	FORWARD
ncbi-curated/JX272574	S6_genotype_5	FORWARD
ncbi-curated/JX272584	S6_genotype_11	FORWARD
ncbi-curated/JX272594	S6_genotype_3	FORWARD
ncbi-curated/JX272604	S6_genotype_2	FORWARD
ncbi-curated/JX399153	S6_genotype_1	FORWARD
ncbi-curated/JX560418	S6_genotype_11	FORWARD
ncbi-curated/JX560418	S6_genotype_24	FORWARD
ncbi-curated/JX560418	S6_genotype_4	FORWARD
ncbi-curated/JX680452	S6_genotype_18	FORWARD
ncbi-curated/JX680462	S6_genotype_1	FORWARD
ncbi-curated/JX861493	S6_genotype_1	FORWARD
ncbi-curated/JX861503	S6_genotype_18	FORWARD
ncbi-curated/JX889176	S6_genotype_24	FORWARD
ncbi-curated/JX889176	S6_genotype_4	FORWARD
ncbi-curated/JX889182	S6_genotype_24	FORWARD
ncbi-curated/JX889182	S6_genotype_4	FORWARD
ncbi-curated/JX889188	S6_genotype_24	FORWARD
ncbi-curated/JX889188	S6_genotype_4	FORWARD
ncbi-curated/JX889194	S6_genotype_24	FORWARD
ncbi-curated/JX889194	S6_genotype_4	FORWARD
ncbi-curated/JX889200	S6_genotype_24	FORWARD
ncbi-curated/JX889200	S6_genotype_4	FORWARD
ncbi-curated/JX889205	S6_genotype_24	FORWARD
ncbi-curated/JX889205	S6_genotype_4	FORWARD
ncbi-curated/JX889211	S6_genotype_24	FORWARD
ncbi-curated/JX889211	S6_genotype_4	FORWARD
ncbi-curated/JX889217	S6_genotype_24	FORWARD
ncbi-curated/JX889217	S6_genotype_4	FORWARD
ncbi-curated/KC662617	S6_genotype_12	FORWARD
ncbi-curated/KC879620	S6_genotype_1	FORWARD
ncbi-curated/KC879620	S6_genotype_23	FORWARD
ncbi-curated/KF387526	S6_genotype_16	FORWARD
ncbi-curated/KF560422	S6_genotype_24	FORWARD
ncbi-curated/KF560422	S6_genotype_11	FORWARD
ncbi-curated/KF664108	S6_genotype_16	FORWARD
ncbi-curated/KF664118	S6_genotype_1	FORWARD
ncbi-curated/KF664128	S6_genotype_1	FORWARD
ncbi-curated/KF664138	S6_genotype_16	FORWARD
ncbi-curated/KF986490	S6_genotype_2	FORWARD
ncbi-curated/KF986494	S6_genotype_2	FORWARD
ncbi-curated/KF986517	S6_genotype_2	FORWARD
ncbi-curated/KJ019210	S6_genotype_1	FORWARD
ncbi-curated/KJ577099	S6_genotype_1	FORWARD
ncbi-curated/KJ577109	S6_genotype_1	FORWARD
ncbi-curated/KJ577119	S6_genotype_1	FORWARD
ncbi-curated/KJ577129	S6_genotype_1	FORWARD
ncbi-curated/KJ661734	S6_genotype_1	FORWARD
ncbi-curated/KJ736006	S6_genotype_1	FORWARD
ncbi-curated/KJ872781	S6_genotype_18	FORWARD
ncbi-curated/KM053263	S6_genotype_18	FORWARD
ncbi-curated/KM053273	S6_genotype_2	FORWARD
ncbi-curated/KM099591	S6_genotype_2	FORWARD
ncbi-curated/KM099591	S6_genotype_23	FORWARD
ncbi-curated/KM099591	S6_genotype_1	FORWARD
ncbi-curated/KM099592	S6_genotype_1	FORWARD
ncbi-curated/KM099592	S6_genotype_2	FORWARD
ncbi-curated/KM099592	S6_genotype_23	FORWARD
ncbi-curated/KM099593	S6_genotype_1	FORWARD
ncbi-curated/KM099593	S6_genotype_2	FORWARD
ncbi-curated/KM099593	S6_genotype_23	FORWARD
ncbi-curated/KM099594	S6_genotype_1	FORWARD
ncbi-curated/KM099594	S6_genotype_2	FORWARD
ncbi-curated/KM099595	S6_genotype_1	FORWARD
ncbi-curated/KM099595	S6_genotype_2	FORWARD
ncbi-curated/KM099596	S6_genotype_2	FORWARD
ncbi-curated/KM099596	S6_genotype_1	FORWARD
ncbi-curated/KM099597	S6_genotype_2	FORWARD
ncbi-curated/KM099597	S6_genotype_1	FORWARD
ncbi-curated/KM099598	S6_genotype_1	FORWARD
ncbi-curated/KM099598	S6_genotype_2	FORWARD
ncbi-curated/KM099599	S6_genotype_1	FORWARD
ncbi-curated/KM099599	S6_genotype_2	FORWARD
ncbi-curated/KM099600	S6_genotype_1	FORWARD
ncbi-curated/KM099600	S6_genotype_2	FORWARD
ncbi-curated/KM099601	S6_genotype_1	FORWARD
ncbi-curated/KM099601	S6_genotype_2	FORWARD
ncbi-curated/KM099602	S6_genotype_2	FORWARD
ncbi-curated/KM099602	S6_genotype_1	FORWARD
ncbi-curated/KM099603	S6_genotype_1	FORWARD
ncbi-curated/KM099603	S6_genotype_2	FORWARD
ncbi-curated/KM099604	S6_genotype_1	FORWARD
ncbi-curated/KM099604	S6_genotype_2	FORWARD
ncbi-curated/KM099605	S6_genotype_1	FORWARD
ncbi-curated/KM099605	S6_genotype_2	FORWARD
ncbi-curated/KM099606	S6_genotype_1	FORWARD
ncbi-curated/KM099607	S6_genotype_1	FORWARD
ncbi-curated/KM099607	S6_genotype_2	FORWARD
ncbi-curated/KM233619	S6_genotype_11	FORWARD
ncbi-curated/KM580422	S6_genotype_17	FORWARD
ncbi-curated/KM580424	S6_genotype_17	FORWARD
ncbi-curated/KM580434	S6_genotype_17	FORWARD
ncbi-curated/KM580451	S6_genotype_17	FORWARD
ncbi-curated/KM580459	S6_genotype_17	FORWARD
ncbi-curated/KM580471	S6_genotype_17	FORWARD
ncbi-curated/KM580480	S6_genotype_17	FORWARD
ncbi-curated/KM580485	S6_genotype_10	FORWARD
ncbi-curated/KP196608	S6_genotype_15	FORWARD
ncbi-curated/KP268779	S6_genotype_1	FORWARD
ncbi-curated/KP268819	S6_genotype_24	FORWARD
ncbi-curated/KP339139	S6_genotype_1	FORWARD
ncbi-curated/KP339149	S6_genotype_1	FORWARD
ncbi-curated/KP339159	S6_genotype_1	FORWARD
ncbi-curated/KP339169	S6_genotype_23	FORWARD
ncbi-curated/KP339169	S6_genotype_1	FORWARD
ncbi-curated/KP339169	S6_genotype_2	FORWARD
ncbi-curated/KP339179	S6_genotype_5	FORWARD
ncbi-curated/KP339179	S6_genotype_16	FORWARD
ncbi-curated/KP339189	S6_genotype_5	FORWARD
ncbi-curated/KP339189	S6_genotype_16	FORWARD
ncbi-curated/KP339199	S6_genotype_16	FORWARD
ncbi-curated/KP339209	S6_genotype_16	FORWARD
ncbi-curated/KP339219	S6_genotype_16	FORWARD
ncbi-curated/KP339229	S6_genotype_16	FORWARD
ncbi-curated/KP339239	S6_genotype_16	FORWARD
ncbi-curated/KP339249	S6_genotype_10	FORWARD
ncbi-curated/KP696512	S6_genotype_1	FORWARD
ncbi-curated/KP696521	S6_genotype_1	FORWARD
ncbi-curated/KP696530	S6_genotype_1	FORWARD
ncbi-curated/KP696539	S6_genotype_1	FORWARD
ncbi-curated/KP696547	S6_genotype_1	FORWARD
ncbi-curated/KP696557	S6_genotype_1	FORWARD
ncbi-curated/KP696567	S6_genotype_1	FORWARD
ncbi-curated/KP696577	S6_genotype_1	FORWARD
ncbi-curated/KP696587	S6_genotype_1	FORWARD
ncbi-curated/KP696597	S6_genotype_2	FORWARD
ncbi-curated/KP696607	S6_genotype_2	FORWARD
ncbi-curated/KP696617	S6_genotype_5	FORWARD
ncbi-curated/KP696617	S6_genotype_16	FORWARD
ncbi-curated/KP696627	S6_genotype_5	FORWARD
ncbi-curated/KP696627	S6_genotype_16	FORWARD
ncbi-curated/KP696637	S6_genotype_5	FORWARD
ncbi-curated/KP696637	S6_genotype_16	FORWARD
ncbi-curated/KP696646	S6_genotype_5	FORWARD
ncbi-curated/KP696656	S6_genotype_5	FORWARD
ncbi-curated/KP696656	S6_genotype_16	FORWARD
ncbi-curated/KP696665	S6_genotype_23	FORWARD
ncbi-curated/KP696675	S6_genotype_23	FORWARD
ncbi-curated/KP696685	S6_genotype_23	FORWARD
ncbi-curated/KP696695	S6_genotype_23	FORWARD
ncbi-curated/KP821462	S6_genotype_18	FORWARD
ncbi-curated/KP821463	S6_genotype_18	FORWARD
ncbi-curated/KP821464	S6_genotype_18	FORWARD
ncbi-curated/KP821465	S6_genotype_14	FORWARD
ncbi-curated/KP821466	S6_genotype_15	FORWARD
ncbi-curated/KP821467	S6_genotype_16	FORWARD
ncbi-curated/KP821468	S6_genotype_16	FORWARD
ncbi-curated/KP821469	S6_genotype_16	FORWARD
ncbi-curated/KP821470	S6_genotype_16	FORWARD
ncbi-curated/KP821471	S6_genotype_16	FORWARD
ncbi-curated/KP821472	S6_genotype_16	FORWARD
ncbi-curated/KP821473	S6_genotype_16	FORWARD
ncbi-curated/KP821474	S6_genotype_16	FORWARD
ncbi-curated/KP821475	S6_genotype_16	FORWARD
ncbi-curated/KP821476	S6_genotype_16	FORWARD
ncbi-curated/KP821477	S6_genotype_1	FORWARD
ncbi-curated/KP821478	S6_genotype_1	FORWARD
ncbi-curated/KP821479	S6_genotype_1	FORWARD
ncbi-curated/KP821480	S6_genotype_1	FORWARD
ncbi-curated/KP821481	S6_genotype_1	FORWARD
ncbi-curated/KP821482	S6_genotype_1	FORWARD
ncbi-curated/KP821483	S6_genotype_1	FORWARD
ncbi-curated/KP821484	S6_genotype_1	FORWARD
ncbi-curated/KP821485	S6_genotype_1	FORWARD
ncbi-curated/KP821486	S6_genotype_1	FORWARD
ncbi-curated/KP821487	S6_genotype_1	FORWARD
ncbi-curated/KP821488	S6_genotype_1	FORWARD
ncbi-curated/KP821489	S6_genotype_1	FORWARD
ncbi-curated/KP821490	S6_genotype_1	FORWARD
ncbi-curated/KP821491	S6_genotype_1	FORWARD
ncbi-curated/KP821492	S6_genotype_1	FORWARD
ncbi-curated/KP821493	S6_genotype_1	FORWARD
ncbi-curated/KP821494	S6_genotype_1	FORWARD
ncbi-curated/KP821495	S6_genotype_1	FORWARD
ncbi-curated/KP821496	S6_genotype_1	FORWARD
ncbi-curated/KP821497	S6_genotype_1	FORWARD
ncbi-curated/KP821498	S6_genotype_1	FORWARD
ncbi-curated/KP821499	S6_genotype_1	FORWARD
ncbi-curated/KP821500	S6_genotype_1	FORWARD
ncbi-curated/KP821501	S6_genotype_1	FORWARD
ncbi-curated/KP821502	S6_genotype_1	FORWARD
ncbi-curated/KP821503	S6_genotype_1	FORWARD
ncbi-curated/KP821504	S6_genotype_1	FORWARD
ncbi-curated/KP821505	S6_genotype_1	FORWARD
ncbi-curated/KP821506	S6_genotype_2	FORWARD
ncbi-curated/KP821507	S6_genotype_2	FORWARD
ncbi-curated/KP821508	S6_genotype_2	FORWARD
ncbi-curated/KP821509	S6_genotype_2	FORWARD
ncbi-curated/KP821510	S6_genotype_2	FORWARD
ncbi-curated/KP821511	S6_genotype_2	FORWARD
ncbi-curated/KP821512	S6_genotype_2	FORWARD
ncbi-curated/KP821513	S6_genotype_2	FORWARD
ncbi-curated/KP821514	S6_genotype_2	FORWARD
ncbi-curated/KP821515	S6_genotype_2	FORWARD
ncbi-curated/KP821516	S6_genotype_2	FORWARD
ncbi-curated/KP821517	S6_genotype_2	FORWARD
ncbi-curated/KP821518	S6_genotype_2	FORWARD
ncbi-curated/KP821519	S6_genotype_2	FORWARD
ncbi-curated/KP821520	S6_genotype_3	FORWARD
ncbi-curated/KP821521	S6_genotype_3	FORWARD
ncbi-curated/KP821522	S6_genotype_4	FORWARD
ncbi-curated/KP821523	S6_genotype_4	FORWARD
ncbi-curated/KP821524	S6_genotype_24	FORWARD
ncbi-curated/KP821524	S6_genotype_4	FORWARD
ncbi-curated/KP821525	S6_genotype_24	FORWARD
ncbi-curated/KP821525	S6_genotype_4	FORWARD
ncbi-curated/KP821526	S6_genotype_24	FORWARD
ncbi-curated/KP821526	S6_genotype_4	FORWARD
ncbi-curated/KP821527	S6_genotype_24	FORWARD
ncbi-curated/KP821527	S6_genotype_4	FORWARD
ncbi-curated/KP821528	S6_genotype_24	FORWARD
ncbi-curated/KP821528	S6_genotype_4	FORWARD
ncbi-curated/KP821529	S6_genotype_11	FORWARD
ncbi-curated/KP821530	S6_genotype_24	FORWARD
ncbi-curated/KP821531	S6_genotype_24	FORWARD
ncbi-curated/KP821532	S6_genotype_24	FORWARD
ncbi-curated/KP821533	S6_genotype_4	FORWARD
ncbi-curated/KP821534	S6_genotype_4	FORWARD
ncbi-curated/KP821535	S6_genotype_4	FORWARD
ncbi-curated/KP821536	S6_genotype_4	FORWARD
ncbi-curated/KP821537	S6_genotype_4	FORWARD
ncbi-curated/KP821538	S6_genotype_24	FORWARD
ncbi-curated/KP821538	S6_genotype_4	FORWARD
ncbi-curated/KP821539	S6_genotype_24	FORWARD
ncbi-curated/KP821539	S6_genotype_4	FORWARD
ncbi-curated/KP821540	S6_genotype_24	FORWARD
ncbi-curated/KP821540	S6_genotype_4	FORWARD
ncbi-curated/KP821541	S6_genotype_4	FORWARD
ncbi-curated/KP821542	S6_genotype_24	FORWARD
ncbi-curated/KP821543	S6_genotype_24	FORWARD
ncbi-curated/KP821544	S6_genotype_24	FORWARD
ncbi-curated/KP821545	S6_genotype_24	FORWARD
ncbi-curated/KP821546	S6_genotype_24	FORWARD
ncbi-curated/KP821547	S6_genotype_24	FORWARD
ncbi-curated/KP821548	S6_genotype_4	FORWARD
ncbi-curated/KP821549	S6_genotype_24	FORWARD
ncbi-curated/KP821550	S6_genotype_24	FORWARD
ncbi-curated/KP821551	S6_genotype_24	FORWARD
