taxon	country_iso	country_display_name	region	sub_region	host	isolate_display_name	year	accession
alignment/PHYLO_UNC_S1/member/ncbi-curated/GQ982522	CHE	Switzerland	europe	western_europe	Capra hircus	TOV	2007	GQ982522
alignment/PHYLO_UNC_S1/member/ncbi-curated/GU390658	TWN	Taiwan	asia	eastern_asia	Bos taurus	BTV12/PT/2003	2003	GU390658
alignment/PHYLO_UNC_S1/member/ncbi-curated/JF443166	IND	India	asia	southern_asia	Ovis aries	BBF	2006	JF443166
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255156	KWT	Kuwait	asia	western_asia	Ovis aries	KUW2010/02	2010	JN255156
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255862	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT(L)	2000	JN255862
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255872	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT(H)	2000	JN255872
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255882	ITA	Italy	europe	southern_europe	Ovis aries	BTV-4IT(L)	2003	JN255882
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255892	ITA	Italy	europe	southern_europe	Ovis aries	BTV-4IT(H)	2003	JN255892
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255902	ITA	Italy	europe	southern_europe	Ovis aries	BTV-9IT(L)	2000	JN255902
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255912	ITA	Italy	europe	southern_europe	Ovis aries	BTV-9IT(H)	2000	JN255912
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255922	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-2RSA(WT)	-	JN255922
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255932	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-2RSA(vacc)	-	JN255932
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255942	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV4-RSA(vacc)	1900	JN255942
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255952	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-9RSA(WT)	1942	JN255952
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN255962	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-9RSA(vacc)	1942	JN255962
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN671906	CHN	China	asia	eastern_asia	Ovis aries	BN96/16	1996	JN671906
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN848759	CHN	China	asia	eastern_asia	Ovis aries	SZ97/1	1997	JN848759
alignment/PHYLO_UNC_S1/member/ncbi-curated/JN881985	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	CSIRO156	1979	JN881985
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ086221	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP192_passage_history_1	1982	JQ086221
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ086231	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP965	1986	JQ086231
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ086241	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	v7291-DPP7291	2008	JQ086241
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ086251	AUS	Australia	oceania	australia_and_new_zealand	Culicoides sp.	CSIRO19	1977	JQ086251
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ086261	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP86	1979	JQ086261
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ086271	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP90	1982	JQ086271
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ086281	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP973	1986	JQ086281
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ086291	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	v6963	2007	JQ086291
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ086301	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DP0837	1985	JQ086301
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ240321	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	Cooktown	2010	JQ240321
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ282770	IND	India	asia	southern_asia	Ovis aries	IND1992/01	1992	JQ282770
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ681257	IND	India	asia	southern_asia	Ovis aries	IND2003/02_tissue_1	2003	JQ681257
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ713557	IND	India	asia	southern_asia	-	IND1982/01	1982	JQ713557
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ740771	IND	India	asia	southern_asia	-	IND2004/01	2004	JQ740771
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ771813	IND	India	asia	southern_asia	-	IND2003/08	2003	JQ771813
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ771823	IND	India	asia	southern_asia	Ovis aries	IND1988/02	1988	JQ771823
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ822248	USA	United States	americas	northern_america	Bos taurus	USA2010	2010	JQ822248
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ904073	IND	India	asia	southern_asia	Ovis aries	sheep/08/Ind/ABT/Hisar	2008	JQ904073
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ924820	IND	India	asia	southern_asia	Capra hircus	IND/Goat/2010/16/HSR	2010	JQ924820
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ972831	-	-	-	-	Bos taurus	BTV-11_REF	2010	JQ972831
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ972841	-	-	-	-	Bos taurus	BTV-11_VAC	2010	JQ972841
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ972851	DEU	Germany	europe	western_europe	Bos taurus	BTV-11_DE	2010	JQ972851
alignment/PHYLO_UNC_S1/member/ncbi-curated/JQ972861	MTQ	Martinique	americas	latin_america_and_the_caribbean	Bos taurus	BTV-11_MQ	2010	JQ972861
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX003687	IND	India	asia	southern_asia	Ovis aries	Ind-R1-2007	2007	JX003687
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX007923	IND	India	asia	southern_asia	Bos taurus	IND2010/cattle/16	2010	JX007923
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX129381	PAK	Pakistan	asia	southern_asia	Ovis aries	RSArrrr/16*	1960	JX129381
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272369	ZAF	South Africa	africa	sub_saharan_africa	-	BT24/84	-	JX272369
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272379	ZAF	South Africa	africa	sub_saharan_africa	-	5012	-	JX272379
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272389	ZAF	South Africa	africa	sub_saharan_africa	-	84/184	-	JX272389
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272399	ZAF	South Africa	africa	sub_saharan_africa	-	5268/5	-	JX272399
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272409	ZAF	South Africa	africa	sub_saharan_africa	-	CSIRO 154	-	JX272409
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272419	ZAF	South Africa	africa	sub_saharan_africa	-	BT71/77	-	JX272419
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272429	ZAF	South Africa	africa	sub_saharan_africa	-	25-2	-	JX272429
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272439	ZAF	South Africa	africa	sub_saharan_africa	-	BT32/76	-	JX272439
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272449	ZAF	South Africa	africa	sub_saharan_africa	-	S7668	-	JX272449
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272459	ZAF	South Africa	africa	sub_saharan_africa	-	7766	-	JX272459
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272469	ZAF	South Africa	africa	sub_saharan_africa	-	23/08/65	-	JX272469
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272479	ZAF	South Africa	africa	sub_saharan_africa	-	BT87/59	-	JX272479
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272489	ZAF	South Africa	africa	sub_saharan_africa	-	160	-	JX272489
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272499	ZAF	South Africa	africa	sub_saharan_africa	-	75005	-	JX272499
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272509	ZAF	South Africa	africa	sub_saharan_africa	-	4574	-	JX272509
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272519	ZAF	South Africa	africa	sub_saharan_africa	-	2627	-	JX272519
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272529	ZAF	South Africa	africa	sub_saharan_africa	-	2766	-	JX272529
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272539	ZAF	South Africa	africa	sub_saharan_africa	-	8438	-	JX272539
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272549	ZAF	South Africa	africa	sub_saharan_africa	-	1504	-	JX272549
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272559	ZAF	South Africa	africa	sub_saharan_africa	-	5011	-	JX272559
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272569	ZAF	South Africa	africa	sub_saharan_africa	-	4868	-	JX272569
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272579	ZAF	South Africa	africa	sub_saharan_africa	-	79043	-	JX272579
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272589	ZAF	South Africa	africa	sub_saharan_africa	-	8231	-	JX272589
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX272599	ZAF	South Africa	africa	sub_saharan_africa	-	5036	-	JX272599
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX399148	IND	India	asia	southern_asia	Ovis aries	K23/08	2008	JX399148
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX560413	CHN	China	asia	eastern_asia	Bos taurus	YST-4	1997	JX560413
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX680447	NLD	Netherlands	europe	western_europe	-	NET2006/04_RG	-	JX680447
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX680457	ZAF	South Africa	africa	sub_saharan_africa	-	RSArrrr/01_RG	-	JX680457
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX861488	FRA	France	europe	western_europe	Ovis aries	FRA2007/18	2007	JX861488
alignment/PHYLO_UNC_S1/member/ncbi-curated/JX861498	FRA	France	europe	western_europe	Bos taurus	FRA2008/24	2008	JX861498
alignment/PHYLO_UNC_S1/member/ncbi-curated/KC662612	IND	India	asia	southern_asia	Ovis aries	INDAPADBNMO1/11	2011	KC662612
alignment/PHYLO_UNC_S1/member/ncbi-curated/KC853052	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/10	1982	KC853052
alignment/PHYLO_UNC_S1/member/ncbi-curated/KC879615	CHN	China	asia	eastern_asia	Ovis aries	Y863_1979	1979	KC879615
alignment/PHYLO_UNC_S1/member/ncbi-curated/KF017504	ISR	Israel	asia	western_asia	Bos taurus	BTV8/1206/10_spleen	2010	KF017504
alignment/PHYLO_UNC_S1/member/ncbi-curated/KF387521	ITA	Italy	europe	southern_europe	Bos taurus	ITL2002_Apulia_2002	2002	KF387521
alignment/PHYLO_UNC_S1/member/ncbi-curated/KF560417	IND	India	asia	southern_asia	Ovis aries	WGV103/ABT/HSR	2008	KF560417
alignment/PHYLO_UNC_S1/member/ncbi-curated/KF664103	IND	India	asia	southern_asia	Ovis aries	K31-08/ABT/HSR	2008	KF664103
alignment/PHYLO_UNC_S1/member/ncbi-curated/KF664113	IND	India	asia	southern_asia	Culicoides sp.	SKN7/ABT/HSR	2007	KF664113
alignment/PHYLO_UNC_S1/member/ncbi-curated/KF664123	IND	India	asia	southern_asia	Ovis aries	NRT37/ABT/HSR	2008	KF664123
alignment/PHYLO_UNC_S1/member/ncbi-curated/KF664133	IND	India	asia	southern_asia	Capra hircus	G53/ABT/HSR	2011	KF664133
alignment/PHYLO_UNC_S1/member/ncbi-curated/KF986496	USA	United States	americas	northern_america	Bos taurus	USA2006	2006	KF986496
alignment/PHYLO_UNC_S1/member/ncbi-curated/KF986497	PAN	Panama	americas	latin_america_and_the_caribbean	Bos taurus	185	1989	KF986497
alignment/PHYLO_UNC_S1/member/ncbi-curated/KF986512	USA	United States	americas	northern_america	Bos taurus	USA2003	2003	KF986512
alignment/PHYLO_UNC_S1/member/ncbi-curated/KJ019205	ITA	Italy	europe	southern_europe	Ovis aries	BTV-1 SAD2013	2013	KJ019205
alignment/PHYLO_UNC_S1/member/ncbi-curated/KJ577094	ITA	Italy	europe	southern_europe	Ovis aries	SAD2012	2012	KJ577094
alignment/PHYLO_UNC_S1/member/ncbi-curated/KJ577104	TUN	Tunisia	africa	northern_africa	Ovis aries	TUN2011	2011	KJ577104
alignment/PHYLO_UNC_S1/member/ncbi-curated/KJ577114	ITA	Italy	europe	southern_europe	Ovis aries	SAD2010	2010	KJ577114
alignment/PHYLO_UNC_S1/member/ncbi-curated/KJ577124	ITA	Italy	europe	southern_europe	Ovis aries	LAZ2013	2013	KJ577124
alignment/PHYLO_UNC_S1/member/ncbi-curated/KJ661729	ITA	Italy	europe	southern_europe	Ovis aries	SIC2013	2013	KJ661729
alignment/PHYLO_UNC_S1/member/ncbi-curated/KJ736001	ITA	Italy	europe	southern_europe	Ovis aries	SAD2006	2006	KJ736001
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM053258	ITA	Italy	europe	southern_europe	Ovis aries	BTV-8IT2008	2008	KM053258
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM053268	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT2000	2000	KM053268
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099506	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP0065	1981	KM099506
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099507	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1000	1986	KM099507
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099508	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1315	1988	KM099508
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099509	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1523	1989	KM099509
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099510	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP2559	1993	KM099510
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099511	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP3072	1994	KM099511
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099512	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4032	1996	KM099512
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099513	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4100	1997	KM099513
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099514	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4588	1999	KM099514
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099515	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4690	1999	KM099515
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099516	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP5775	2002	KM099516
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099517	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP5844	2002	KM099517
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099518	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP6112	2004	KM099518
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099519	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP6504	2005	KM099519
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099520	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP7137	2008	KM099520
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099521	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP8086	2010	KM099521
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM099522	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP8304	2010	KM099522
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM233614	ZAF	South Africa	africa	sub_saharan_africa	-	BTV-4RSA(WT)	-	KM233614
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM580413	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-3	2011	KM580413
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM580432	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-5	2011	KM580432
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM580439	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-9	2011	KM580439
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM580446	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-18	2011	KM580446
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM580454	USA	United States	americas	northern_america	Canis familiaris	USA2011/TX 128184-11	2011	KM580454
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM580469	USA	United States	americas	northern_america	Canis familiaris	USA2012/KS 120659-12	2012	KM580469
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM580479	USA	United States	americas	northern_america	Odocoileus virginianus	USA2013/FL 13-037190	2013	KM580479
alignment/PHYLO_UNC_S1/member/ncbi-curated/KM580490	USA	United States	americas	northern_america	Lama glama	USA2013/WA 13-031503	2013	KM580490
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP196603	ZAF	South Africa	africa	sub_saharan_africa	Vicugna pacos	BT 57/08	2008	KP196603
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP268774	IND	India	asia	southern_asia	-	IND1994/01	1994	KP268774
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP268814	HUN	Hungary	europe	eastern_europe	Bos taurus	BTV4-HUN2014	2014	KP268814
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339134	IND	India	asia	southern_asia	Ovis aries	BTV01IND2010-KRM07	2010	KP339134
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339144	IND	India	asia	southern_asia	Ovis aries	BTV01IND2010-VC12	2010	KP339144
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339154	IND	India	asia	southern_asia	Ovis aries	BTV02IND1993	1993	KP339154
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339164	IND	India	asia	southern_asia	Ovis aries	BTV02IND2010-KRM08	2010	KP339164
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339174	IND	India	asia	southern_asia	Ovis aries	BTV09IND2003-M10	2003	KP339174
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339184	IND	India	asia	southern_asia	Ovis aries	BTV09IND2003-M11	2003	KP339184
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339194	IND	India	asia	southern_asia	Ovis aries	BTV16IND2010-AP04	2010	KP339194
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339204	IND	India	asia	southern_asia	Ovis aries	BTV16IND2010-AP06	2010	KP339204
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339214	IND	India	asia	southern_asia	Ovis aries	BTV16IND2011-NR82	2011	KP339214
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339224	IND	India	asia	southern_asia	Ovis aries	BTV16IND2010-VC07	2010	KP339224
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339234	IND	India	asia	southern_asia	Ovis aries	KMN07/05	2005	KP339234
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP339244	IND	India	asia	southern_asia	Ovis aries	BTV10IND2003K3	2003	KP339244
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696507	IND	India	asia	southern_asia	-	BTV-1/IND1985/01	1985	KP696507
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696517	IND	India	asia	southern_asia	-	BTV-1/IND1988/01	1988	KP696517
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696526	IND	India	asia	southern_asia	-	BTV-1/IND1992/02	1992	KP696526
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696535	IND	India	asia	southern_asia	Ovis aries	BTV-1/IND1999/01	1999	KP696535
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696544	IND	India	asia	southern_asia	Culicoides sp.	BTV-1/IND2001/01	2001	KP696544
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696552	IND	India	asia	southern_asia	Ovis aries	BTV-1/IND2003/04	2003	KP696552
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696562	IND	India	asia	southern_asia	Ovis aries	BTV-1/IND2003/05	2003	KP696562
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696572	IND	India	asia	southern_asia	-	BTV-1/IND2003/10	2003	KP696572
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696582	IND	India	asia	southern_asia	Ovis aries	BTV-2/IND1993/01	1993	KP696582
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696592	IND	India	asia	southern_asia	Ovis aries	BTV-2/IND2003/01	2003	KP696592
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696602	IND	India	asia	southern_asia	Ovis aries	BTV-2/IND2003/03	2003	KP696602
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696612	IND	India	asia	southern_asia	-	BTV-9/IND2004/02	2004	KP696612
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696622	IND	India	asia	southern_asia	-	BTV-9/IND2004/04	2004	KP696622
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696632	IND	India	asia	southern_asia	-	BTV-9/IND2005/01	2005	KP696632
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696641	IND	India	asia	southern_asia	-	BTV-9/IND2005/02	2005	KP696641
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696651	IND	India	asia	southern_asia	-	BTV-9/IND2005/03	2005	KP696651
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696661	IND	India	asia	southern_asia	Ovis aries	BTV-23/IND1997/01	1997	KP696661
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696670	IND	India	asia	southern_asia	-	BTV-23/IND2004/07	2004	KP696670
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696680	IND	India	asia	southern_asia	-	BTV-23/IND2004/08	2004	KP696680
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP696690	IND	India	asia	southern_asia	-	BTV-23/IND2004/09	2004	KP696690
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820860	FRA	France	europe	western_europe	Bos taurus	FRA2008/27	2008	KP820860
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820861	FRA	France	europe	western_europe	Bos taurus	FRA2008/28	2008	KP820861
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820862	FRA	France	europe	western_europe	Bos taurus	FRA2008/29	2008	KP820862
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820863	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/14	1959	KP820863
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820864	ZAF	South Africa	africa	sub_saharan_africa	Bos taurus	RSArrrr/15	1960	KP820864
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820865	CYP	Cyprus	asia	western_asia	Ovis aries	CYP2004/01	2004	KP820865
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820866	CYP	Cyprus	asia	western_asia	Bos taurus	CYP2006/01	2006	KP820866
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820867	CYP	Cyprus	asia	western_asia	Bos taurus	CYP2010/03	2010	KP820867
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820868	FRA	France	europe	western_europe	Ovis aries	COR2004/01	2004	KP820868
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820869	GRC	Greece	europe	southern_europe	Ovis aries	GRE1999/13	1999	KP820869
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820870	GRC	Greece	europe	southern_europe	Ovis aries	GRE2008/10	2008	KP820870
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820871	ISR	Israel	asia	western_asia	Ovis aries	ISR2001/18	2001	KP820871
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820872	ISR	Israel	asia	western_asia	Capra hircus	ISR2008/03	2008	KP820872
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820873	PAK	Pakistan	asia	southern_asia	Ovis aries	RSAvvvv/16	1960	KP820873
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820874	TUR	Turkey	asia	western_asia	-	TUR2000/01	2000	KP820874
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820875	DZA	Algeria	africa	northern_africa	Ovis aries	ALG2006/01	2006	KP820875
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820876	DZA	Algeria	africa	northern_africa	Ovis aries	ALG2006/04	2006	KP820876
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820877	DZA	Algeria	africa	northern_africa	Ovis aries	ALG2008/10	2008	KP820877
alignment/PHYLO_UNC_S1/member/ncbi-curated/KP820878	CMR	Cameroon	africa	sub_saharan_africa	Ovis aries	CAR1982/01	1982	KP820878
