taxon	country_iso	country_display_name	region	sub_region	host	isolate_display_name	year	accession
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ086259	AUS	Australia	oceania	australia_and_new_zealand	Culicoides sp.	CSIRO19	1977	JQ086259
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ086269	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP86	1979	JQ086269
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ086279	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP90	1982	JQ086279
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ086289	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP973	1986	JQ086289
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ086299	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	v6963	2007	JQ086299
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ086309	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DP0837	1985	JQ086309
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ240329	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	Cooktown	2010	JQ240329
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ282776	IND	India	asia	southern_asia	Ovis aries	IND1992/01	1992	JQ282776
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ681264	IND	India	asia	southern_asia	Ovis aries	IND2003/02_tissue_1	2003	JQ681264
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ713562	IND	India	asia	southern_asia	-	IND1982/01	1982	JQ713562
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ740779	IND	India	asia	southern_asia	-	IND2004/01	2004	JQ740779
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ771821	IND	India	asia	southern_asia	-	IND2003/08	2003	JQ771821
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ771830	IND	India	asia	southern_asia	Ovis aries	IND1988/02	1988	JQ771830
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ822256	USA	United States	americas	northern_america	Bos taurus	USA2010	2010	JQ822256
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ904065	IND	India	asia	southern_asia	Ovis aries	sheep/08/Ind/ABT/Hisar	2008	JQ904065
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ924828	IND	India	asia	southern_asia	Capra hircus	IND/Goat/2010/16/HSR	2010	JQ924828
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970441	ISR	Israel	asia	western_asia	Bos taurus	BTV24/3258/1/10	2010	JQ970441
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970442	ISR	Israel	asia	western_asia	Bos taurus	BTV2/Israel/870/11	2011	JQ970442
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970443	ISR	Israel	asia	western_asia	Bos taurus	BTV2/1822/11	2011	JQ970443
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970444	ISR	Israel	asia	western_asia	Bos taurus	BTV4/1035/10	2010	JQ970444
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970445	ISR	Israel	asia	western_asia	Bos taurus	BTV4/1047/10	2010	JQ970445
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970447	ISR	Israel	asia	western_asia	Ovis aries	BTV4/2944/2/10	2010	JQ970447
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970448	ISR	Israel	asia	western_asia	Ovis aries	BTV4/3027/3/10_NOV_2010	2010	JQ970448
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970449	ISR	Israel	asia	western_asia	Bos taurus	BTV5/1405/11	2011	JQ970449
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970451	ISR	Israel	asia	western_asia	Ovis aries	BTV/2089/2/2010	2010	JQ970451
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970452	ISR	Israel	asia	western_asia	Bos taurus	BTV8/2120/10	2010	JQ970452
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970453	ISR	Israel	asia	western_asia	Ovis aries	BTV/2646/3/2010	2010	JQ970453
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970454	ISR	Israel	asia	western_asia	Ovis aries	BTV8/3027/2/10_NOV	2010	JQ970454
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970455	ISR	Israel	asia	western_asia	Bos taurus	BTV12/2078/11_NOV	2011	JQ970455
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970457	ISR	Israel	asia	western_asia	Bos taurus	BTV12/ISR-2993/10	2010	JQ970457
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970461	ISR	Israel	asia	western_asia	Bos taurus	BTV16/Israel/2019/11	2011	JQ970461
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970462	ISR	Israel	asia	western_asia	Capra hircus	BTV16/2228/08	2008	JQ970462
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970463	ISR	Israel	asia	western_asia	Bos taurus	BTV16/2404/08	2008	JQ970463
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970465	ISR	Israel	asia	western_asia	Ovis aries	BTV24/2305/08	2008	JQ970465
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ970468	ISR	Israel	asia	western_asia	Ovis aries	BTV-VP1-3027-1-10	2010	JQ970468
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ972839	-	-	-	-	Bos taurus	BTV-11_REF	2010	JQ972839
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ972849	-	-	-	-	Bos taurus	BTV-11_VAC	2010	JQ972849
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ972859	DEU	Germany	europe	western_europe	Bos taurus	BTV-11_DE	2010	JQ972859
alignment/PHYLO_UNC_S9/member/ncbi-curated/JQ972869	MTQ	Martinique	americas	latin_america_and_the_caribbean	Bos taurus	BTV-11_MQ	2010	JQ972869
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX003695	IND	India	asia	southern_asia	Ovis aries	Ind-R1-2007	2007	JX003695
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX007930	IND	India	asia	southern_asia	Bos taurus	IND2010/cattle/16	2010	JX007930
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX129385	PAK	Pakistan	asia	southern_asia	Ovis aries	RSArrrr/16*	1960	JX129385
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272377	ZAF	South Africa	africa	sub_saharan_africa	-	BT24/84	-	JX272377
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272387	ZAF	South Africa	africa	sub_saharan_africa	-	5012	-	JX272387
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272397	ZAF	South Africa	africa	sub_saharan_africa	-	84/184	-	JX272397
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272407	ZAF	South Africa	africa	sub_saharan_africa	-	5268/5	-	JX272407
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272417	ZAF	South Africa	africa	sub_saharan_africa	-	CSIRO 154	-	JX272417
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272427	ZAF	South Africa	africa	sub_saharan_africa	-	BT71/77	-	JX272427
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272437	ZAF	South Africa	africa	sub_saharan_africa	-	25-2	-	JX272437
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272447	ZAF	South Africa	africa	sub_saharan_africa	-	BT32/76	-	JX272447
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272457	ZAF	South Africa	africa	sub_saharan_africa	-	S7668	-	JX272457
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272467	ZAF	South Africa	africa	sub_saharan_africa	-	7766	-	JX272467
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272477	ZAF	South Africa	africa	sub_saharan_africa	-	23/08/65	-	JX272477
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272487	ZAF	South Africa	africa	sub_saharan_africa	-	BT87/59	-	JX272487
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272497	ZAF	South Africa	africa	sub_saharan_africa	-	160	-	JX272497
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272507	ZAF	South Africa	africa	sub_saharan_africa	-	75005	-	JX272507
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272517	ZAF	South Africa	africa	sub_saharan_africa	-	4574	-	JX272517
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272527	ZAF	South Africa	africa	sub_saharan_africa	-	2627	-	JX272527
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272537	ZAF	South Africa	africa	sub_saharan_africa	-	2766	-	JX272537
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272547	ZAF	South Africa	africa	sub_saharan_africa	-	8438	-	JX272547
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272557	ZAF	South Africa	africa	sub_saharan_africa	-	1504	-	JX272557
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272567	ZAF	South Africa	africa	sub_saharan_africa	-	5011	-	JX272567
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272577	ZAF	South Africa	africa	sub_saharan_africa	-	4868	-	JX272577
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272587	ZAF	South Africa	africa	sub_saharan_africa	-	79043	-	JX272587
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272597	ZAF	South Africa	africa	sub_saharan_africa	-	8231	-	JX272597
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX272607	ZAF	South Africa	africa	sub_saharan_africa	-	5036	-	JX272607
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX399156	IND	India	asia	southern_asia	Ovis aries	K23/08	2008	JX399156
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX560421	CHN	China	asia	eastern_asia	Bos taurus	YST-4	1997	JX560421
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX680455	NLD	Netherlands	europe	western_europe	-	NET2006/04_RG	-	JX680455
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX680465	ZAF	South Africa	africa	sub_saharan_africa	-	RSArrrr/01_RG	-	JX680465
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX861496	FRA	France	europe	western_europe	Ovis aries	FRA2007/18	2007	JX861496
alignment/PHYLO_UNC_S9/member/ncbi-curated/JX861506	FRA	France	europe	western_europe	Bos taurus	FRA2008/24	2008	JX861506
alignment/PHYLO_UNC_S9/member/ncbi-curated/KC662620	IND	India	asia	southern_asia	Ovis aries	INDAPADBNMO1/11	2011	KC662620
alignment/PHYLO_UNC_S9/member/ncbi-curated/KC853057	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/10	1982	KC853057
alignment/PHYLO_UNC_S9/member/ncbi-curated/KC879623	CHN	China	asia	eastern_asia	Ovis aries	Y863_1979	1979	KC879623
alignment/PHYLO_UNC_S9/member/ncbi-curated/KF387529	ITA	Italy	europe	southern_europe	Bos taurus	ITL2002_Apulia_2002	2002	KF387529
alignment/PHYLO_UNC_S9/member/ncbi-curated/KF560425	IND	India	asia	southern_asia	Ovis aries	WGV103/ABT/HSR	2008	KF560425
alignment/PHYLO_UNC_S9/member/ncbi-curated/KF664111	IND	India	asia	southern_asia	Ovis aries	K31-08/ABT/HSR	2008	KF664111
alignment/PHYLO_UNC_S9/member/ncbi-curated/KF664121	IND	India	asia	southern_asia	Culicoides sp.	SKN7/ABT/HSR	2007	KF664121
alignment/PHYLO_UNC_S9/member/ncbi-curated/KF664131	IND	India	asia	southern_asia	Ovis aries	NRT37/ABT/HSR	2008	KF664131
alignment/PHYLO_UNC_S9/member/ncbi-curated/KF664141	IND	India	asia	southern_asia	Capra hircus	G53/ABT/HSR	2011	KF664141
alignment/PHYLO_UNC_S9/member/ncbi-curated/KF986504	USA	United States	americas	northern_america	Bos taurus	USA2006	2006	KF986504
alignment/PHYLO_UNC_S9/member/ncbi-curated/KF986507	PAN	Panama	americas	latin_america_and_the_caribbean	Bos taurus	185	1989	KF986507
alignment/PHYLO_UNC_S9/member/ncbi-curated/KF986513	USA	United States	americas	northern_america	Bos taurus	USA2003	2003	KF986513
alignment/PHYLO_UNC_S9/member/ncbi-curated/KJ019213	ITA	Italy	europe	southern_europe	Ovis aries	BTV-1 SAD2013	2013	KJ019213
alignment/PHYLO_UNC_S9/member/ncbi-curated/KJ577102	ITA	Italy	europe	southern_europe	Ovis aries	SAD2012	2012	KJ577102
alignment/PHYLO_UNC_S9/member/ncbi-curated/KJ577112	TUN	Tunisia	africa	northern_africa	Ovis aries	TUN2011	2011	KJ577112
alignment/PHYLO_UNC_S9/member/ncbi-curated/KJ577122	ITA	Italy	europe	southern_europe	Ovis aries	SAD2010	2010	KJ577122
alignment/PHYLO_UNC_S9/member/ncbi-curated/KJ577132	ITA	Italy	europe	southern_europe	Ovis aries	LAZ2013	2013	KJ577132
alignment/PHYLO_UNC_S9/member/ncbi-curated/KJ661737	ITA	Italy	europe	southern_europe	Ovis aries	SIC2013	2013	KJ661737
alignment/PHYLO_UNC_S9/member/ncbi-curated/KJ736009	ITA	Italy	europe	southern_europe	Ovis aries	SAD2006	2006	KJ736009
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM053266	ITA	Italy	europe	southern_europe	Ovis aries	BTV-8IT2008	2008	KM053266
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM053276	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT2000	2000	KM053276
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099642	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP0065	1981	KM099642
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099643	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1000	1986	KM099643
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099644	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1315	1988	KM099644
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099645	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1523	1989	KM099645
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099646	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP2559	1993	KM099646
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099647	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP3072	1994	KM099647
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099648	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4032	1996	KM099648
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099649	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4100	1997	KM099649
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099650	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4588	1999	KM099650
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099651	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4690	1999	KM099651
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099652	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP5775	2002	KM099652
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099653	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP5844	2002	KM099653
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099654	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP6112	2004	KM099654
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099655	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP6504	2005	KM099655
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099656	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP7137	2008	KM099656
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099657	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP8086	2010	KM099657
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM099658	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP8304	2010	KM099658
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM233622	ZAF	South Africa	africa	sub_saharan_africa	-	BTV-4RSA(WT)	-	KM233622
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM580416	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-3	2011	KM580416
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM580423	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-5	2011	KM580423
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM580441	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-9	2011	KM580441
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM580444	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-18	2011	KM580444
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM580456	USA	United States	americas	northern_america	Canis familiaris	USA2011/TX 128184-11	2011	KM580456
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM580470	USA	United States	americas	northern_america	Canis familiaris	USA2012/KS 120659-12	2012	KM580470
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM580477	USA	United States	americas	northern_america	Odocoileus virginianus	USA2013/FL 13-037190	2013	KM580477
alignment/PHYLO_UNC_S9/member/ncbi-curated/KM580489	USA	United States	americas	northern_america	Lama glama	USA2013/WA 13-031503	2013	KM580489
alignment/PHYLO_UNC_S9/member/ncbi-curated/KP196611	ZAF	South Africa	africa	sub_saharan_africa	Vicugna pacos	BT 57/08	2008	KP196611
alignment/PHYLO_UNC_S9/member/ncbi-curated/KP268782	IND	India	asia	southern_asia	-	IND1994/01	1994	KP268782
alignment/PHYLO_UNC_S9/member/ncbi-curated/KP268822	HUN	Hungary	europe	eastern_europe	Bos taurus	BTV4-HUN2014	2014	KP268822
alignment/PHYLO_UNC_S9/member/ncbi-curated/KP339142	IND	India	asia	southern_asia	Ovis aries	BTV01IND2010-KRM07	2010	KP339142
alignment/PHYLO_UNC_S9/member/ncbi-curated/KP339152	IND	India	asia	southern_asia	Ovis aries	BTV01IND2010-VC12	2010	KP339152
alignment/PHYLO_UNC_S9/member/ncbi-curated/KP339162	IND	India	asia	southern_asia	Ovis aries	BTV02IND1993	1993	KP339162
alignment/PHYLO_UNC_S9/member/ncbi-curated/KP339172	IND	India	asia	southern_asia	Ovis aries	BTV02IND2010-KRM08	2010	KP339172
