taxon	country_iso	country_display_name	region	sub_region	host	isolate_display_name	year	accession
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN255875	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT(H)	2000	JN255875
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN255885	ITA	Italy	europe	southern_europe	Ovis aries	BTV-4IT(L)	2003	JN255885
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN255895	ITA	Italy	europe	southern_europe	Ovis aries	BTV-4IT(H)	2003	JN255895
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN255905	ITA	Italy	europe	southern_europe	Ovis aries	BTV-9IT(L)	2000	JN255905
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN255915	ITA	Italy	europe	southern_europe	Ovis aries	BTV-9IT(H)	2000	JN255915
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN255925	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-2RSA(WT)	-	JN255925
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN255935	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-2RSA(vacc)	-	JN255935
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN255945	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV4-RSA(vacc)	1900	JN255945
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN255955	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-9RSA(WT)	1942	JN255955
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN255965	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-9RSA(vacc)	1942	JN255965
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN671909	CHN	China	asia	eastern_asia	Ovis aries	BN96/16	1996	JN671909
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN848762	CHN	China	asia	eastern_asia	Ovis aries	SZ97/1	1997	JN848762
alignment/PHYLO_UNC_S4/member/ncbi-curated/JN881988	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	CSIRO156	1979	JN881988
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ086224	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP192_passage_history_1	1982	JQ086224
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ086234	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP965	1986	JQ086234
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ086244	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	v7291-DPP7291	2008	JQ086244
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ086254	AUS	Australia	oceania	australia_and_new_zealand	Culicoides sp.	CSIRO19	1977	JQ086254
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ086264	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP86	1979	JQ086264
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ086274	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP90	1982	JQ086274
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ086284	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP973	1986	JQ086284
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ086294	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	v6963	2007	JQ086294
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ086304	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DP0837	1985	JQ086304
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ240324	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	Cooktown	2010	JQ240324
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ282772	IND	India	asia	southern_asia	Ovis aries	IND1992/01	1992	JQ282772
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ681260	IND	India	asia	southern_asia	Ovis aries	IND2003/02_tissue_1	2003	JQ681260
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ713559	IND	India	asia	southern_asia	-	IND1982/01	1982	JQ713559
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ740774	IND	India	asia	southern_asia	-	IND2004/01	2004	JQ740774
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ771816	IND	India	asia	southern_asia	-	IND2003/08	2003	JQ771816
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ771826	IND	India	asia	southern_asia	Ovis aries	IND1988/02	1988	JQ771826
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ822251	USA	United States	americas	northern_america	Bos taurus	USA2010	2010	JQ822251
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ904070	IND	India	asia	southern_asia	Ovis aries	sheep/08/Ind/ABT/Hisar	2008	JQ904070
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ924823	IND	India	asia	southern_asia	Capra hircus	IND/Goat/2010/16/HSR	2010	JQ924823
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ972834	-	-	-	-	Bos taurus	BTV-11_REF	2010	JQ972834
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ972844	-	-	-	-	Bos taurus	BTV-11_VAC	2010	JQ972844
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ972854	DEU	Germany	europe	western_europe	Bos taurus	BTV-11_DE	2010	JQ972854
alignment/PHYLO_UNC_S4/member/ncbi-curated/JQ972864	MTQ	Martinique	americas	latin_america_and_the_caribbean	Bos taurus	BTV-11_MQ	2010	JQ972864
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX003690	IND	India	asia	southern_asia	Ovis aries	Ind-R1-2007	2007	JX003690
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX007926	IND	India	asia	southern_asia	Bos taurus	IND2010/cattle/16	2010	JX007926
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX129382	PAK	Pakistan	asia	southern_asia	Ovis aries	RSArrrr/16*	1960	JX129382
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272372	ZAF	South Africa	africa	sub_saharan_africa	-	BT24/84	-	JX272372
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272382	ZAF	South Africa	africa	sub_saharan_africa	-	5012	-	JX272382
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272392	ZAF	South Africa	africa	sub_saharan_africa	-	84/184	-	JX272392
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272402	ZAF	South Africa	africa	sub_saharan_africa	-	5268/5	-	JX272402
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272412	ZAF	South Africa	africa	sub_saharan_africa	-	CSIRO 154	-	JX272412
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272422	ZAF	South Africa	africa	sub_saharan_africa	-	BT71/77	-	JX272422
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272432	ZAF	South Africa	africa	sub_saharan_africa	-	25-2	-	JX272432
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272442	ZAF	South Africa	africa	sub_saharan_africa	-	BT32/76	-	JX272442
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272452	ZAF	South Africa	africa	sub_saharan_africa	-	S7668	-	JX272452
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272462	ZAF	South Africa	africa	sub_saharan_africa	-	7766	-	JX272462
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272472	ZAF	South Africa	africa	sub_saharan_africa	-	23/08/65	-	JX272472
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272482	ZAF	South Africa	africa	sub_saharan_africa	-	BT87/59	-	JX272482
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272492	ZAF	South Africa	africa	sub_saharan_africa	-	160	-	JX272492
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272502	ZAF	South Africa	africa	sub_saharan_africa	-	75005	-	JX272502
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272512	ZAF	South Africa	africa	sub_saharan_africa	-	4574	-	JX272512
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272522	ZAF	South Africa	africa	sub_saharan_africa	-	2627	-	JX272522
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272532	ZAF	South Africa	africa	sub_saharan_africa	-	2766	-	JX272532
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272542	ZAF	South Africa	africa	sub_saharan_africa	-	8438	-	JX272542
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272552	ZAF	South Africa	africa	sub_saharan_africa	-	1504	-	JX272552
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272562	ZAF	South Africa	africa	sub_saharan_africa	-	5011	-	JX272562
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272572	ZAF	South Africa	africa	sub_saharan_africa	-	4868	-	JX272572
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272582	ZAF	South Africa	africa	sub_saharan_africa	-	79043	-	JX272582
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272592	ZAF	South Africa	africa	sub_saharan_africa	-	8231	-	JX272592
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX272602	ZAF	South Africa	africa	sub_saharan_africa	-	5036	-	JX272602
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX399151	IND	India	asia	southern_asia	Ovis aries	K23/08	2008	JX399151
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX560416	CHN	China	asia	eastern_asia	Bos taurus	YST-4	1997	JX560416
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX680450	NLD	Netherlands	europe	western_europe	-	NET2006/04_RG	-	JX680450
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX680460	ZAF	South Africa	africa	sub_saharan_africa	-	RSArrrr/01_RG	-	JX680460
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX861491	FRA	France	europe	western_europe	Ovis aries	FRA2007/18	2007	JX861491
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX861501	FRA	France	europe	western_europe	Bos taurus	FRA2008/24	2008	JX861501
alignment/PHYLO_UNC_S4/member/ncbi-curated/JX889193	ISR	Israel	asia	western_asia	Ovis aries	BTV24/2755/1/10	2010	JX889193
alignment/PHYLO_UNC_S4/member/ncbi-curated/KC662615	IND	India	asia	southern_asia	Ovis aries	INDAPADBNMO1/11	2011	KC662615
alignment/PHYLO_UNC_S4/member/ncbi-curated/KC853053	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/10	1982	KC853053
alignment/PHYLO_UNC_S4/member/ncbi-curated/KC879618	CHN	China	asia	eastern_asia	Ovis aries	Y863_1979	1979	KC879618
alignment/PHYLO_UNC_S4/member/ncbi-curated/KF387524	ITA	Italy	europe	southern_europe	Bos taurus	ITL2002_Apulia_2002	2002	KF387524
alignment/PHYLO_UNC_S4/member/ncbi-curated/KF560420	IND	India	asia	southern_asia	Ovis aries	WGV103/ABT/HSR	2008	KF560420
alignment/PHYLO_UNC_S4/member/ncbi-curated/KF664106	IND	India	asia	southern_asia	Ovis aries	K31-08/ABT/HSR	2008	KF664106
alignment/PHYLO_UNC_S4/member/ncbi-curated/KF664116	IND	India	asia	southern_asia	Culicoides sp.	SKN7/ABT/HSR	2007	KF664116
alignment/PHYLO_UNC_S4/member/ncbi-curated/KF664126	IND	India	asia	southern_asia	Ovis aries	NRT37/ABT/HSR	2008	KF664126
alignment/PHYLO_UNC_S4/member/ncbi-curated/KF664136	IND	India	asia	southern_asia	Capra hircus	G53/ABT/HSR	2011	KF664136
alignment/PHYLO_UNC_S4/member/ncbi-curated/KF769399	FRA	France	europe	western_europe	Ovis aries	Unlabelled_KF769399	-	KF769399
alignment/PHYLO_UNC_S4/member/ncbi-curated/KF986492	USA	United States	americas	northern_america	Bos taurus	USA2006	2006	KF986492
alignment/PHYLO_UNC_S4/member/ncbi-curated/KF986506	USA	United States	americas	northern_america	Bos taurus	USA2003	2003	KF986506
alignment/PHYLO_UNC_S4/member/ncbi-curated/KF986515	PAN	Panama	americas	latin_america_and_the_caribbean	Bos taurus	185	1989	KF986515
alignment/PHYLO_UNC_S4/member/ncbi-curated/KJ019208	ITA	Italy	europe	southern_europe	Ovis aries	BTV-1 SAD2013	2013	KJ019208
alignment/PHYLO_UNC_S4/member/ncbi-curated/KJ577097	ITA	Italy	europe	southern_europe	Ovis aries	SAD2012	2012	KJ577097
alignment/PHYLO_UNC_S4/member/ncbi-curated/KJ577107	TUN	Tunisia	africa	northern_africa	Ovis aries	TUN2011	2011	KJ577107
alignment/PHYLO_UNC_S4/member/ncbi-curated/KJ577117	ITA	Italy	europe	southern_europe	Ovis aries	SAD2010	2010	KJ577117
alignment/PHYLO_UNC_S4/member/ncbi-curated/KJ577127	ITA	Italy	europe	southern_europe	Ovis aries	LAZ2013	2013	KJ577127
alignment/PHYLO_UNC_S4/member/ncbi-curated/KJ661732	ITA	Italy	europe	southern_europe	Ovis aries	SIC2013	2013	KJ661732
alignment/PHYLO_UNC_S4/member/ncbi-curated/KJ736004	ITA	Italy	europe	southern_europe	Ovis aries	SAD2006	2006	KJ736004
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM053261	ITA	Italy	europe	southern_europe	Ovis aries	BTV-8IT2008	2008	KM053261
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM053271	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT2000	2000	KM053271
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099557	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP0065	1981	KM099557
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099558	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1000	1986	KM099558
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099559	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1315	1988	KM099559
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099560	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1523	1989	KM099560
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099561	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP2559	1993	KM099561
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099562	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP3072	1994	KM099562
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099563	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4032	1996	KM099563
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099564	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4100	1997	KM099564
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099565	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4588	1999	KM099565
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099566	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4690	1999	KM099566
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099567	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP5775	2002	KM099567
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099568	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP5844	2002	KM099568
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099569	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP6112	2004	KM099569
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099570	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP6504	2005	KM099570
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099571	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP7137	2008	KM099571
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099572	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP8086	2010	KM099572
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM099573	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP8304	2010	KM099573
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM233617	ZAF	South Africa	africa	sub_saharan_africa	-	BTV-4RSA(WT)	-	KM233617
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM580419	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-3	2011	KM580419
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM580428	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-5	2011	KM580428
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM580433	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-9	2011	KM580433
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM580447	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-18	2011	KM580447
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM580457	USA	United States	americas	northern_america	Canis familiaris	USA2011/TX 128184-11	2011	KM580457
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM580463	USA	United States	americas	northern_america	Canis familiaris	USA2012/KS 120659-12	2012	KM580463
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM580476	USA	United States	americas	northern_america	Odocoileus virginianus	USA2013/FL 13-037190	2013	KM580476
alignment/PHYLO_UNC_S4/member/ncbi-curated/KM580483	USA	United States	americas	northern_america	Lama glama	USA2013/WA 13-031503	2013	KM580483
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP196606	ZAF	South Africa	africa	sub_saharan_africa	Vicugna pacos	BT 57/08	2008	KP196606
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP268777	IND	India	asia	southern_asia	-	IND1994/01	1994	KP268777
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP268817	HUN	Hungary	europe	eastern_europe	Bos taurus	BTV4-HUN2014	2014	KP268817
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339137	IND	India	asia	southern_asia	Ovis aries	BTV01IND2010-KRM07	2010	KP339137
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339147	IND	India	asia	southern_asia	Ovis aries	BTV01IND2010-VC12	2010	KP339147
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339157	IND	India	asia	southern_asia	Ovis aries	BTV02IND1993	1993	KP339157
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339167	IND	India	asia	southern_asia	Ovis aries	BTV02IND2010-KRM08	2010	KP339167
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339177	IND	India	asia	southern_asia	Ovis aries	BTV09IND2003-M10	2003	KP339177
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339187	IND	India	asia	southern_asia	Ovis aries	BTV09IND2003-M11	2003	KP339187
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339197	IND	India	asia	southern_asia	Ovis aries	BTV16IND2010-AP04	2010	KP339197
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339207	IND	India	asia	southern_asia	Ovis aries	BTV16IND2010-AP06	2010	KP339207
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339217	IND	India	asia	southern_asia	Ovis aries	BTV16IND2011-NR82	2011	KP339217
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339227	IND	India	asia	southern_asia	Ovis aries	BTV16IND2010-VC07	2010	KP339227
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339237	IND	India	asia	southern_asia	Ovis aries	KMN07/05	2005	KP339237
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP339247	IND	India	asia	southern_asia	Ovis aries	BTV10IND2003K3	2003	KP339247
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696510	IND	India	asia	southern_asia	-	BTV-1/IND1985/01	1985	KP696510
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696519	IND	India	asia	southern_asia	-	BTV-1/IND1988/01	1988	KP696519
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696528	IND	India	asia	southern_asia	-	BTV-1/IND1992/02	1992	KP696528
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696537	IND	India	asia	southern_asia	Ovis aries	BTV-1/IND1999/01	1999	KP696537
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696545	IND	India	asia	southern_asia	Culicoides sp.	BTV-1/IND2001/01	2001	KP696545
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696555	IND	India	asia	southern_asia	Ovis aries	BTV-1/IND2003/04	2003	KP696555
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696565	IND	India	asia	southern_asia	Ovis aries	BTV-1/IND2003/05	2003	KP696565
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696575	IND	India	asia	southern_asia	-	BTV-1/IND2003/10	2003	KP696575
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696585	IND	India	asia	southern_asia	Ovis aries	BTV-2/IND1993/01	1993	KP696585
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696595	IND	India	asia	southern_asia	Ovis aries	BTV-2/IND2003/01	2003	KP696595
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696605	IND	India	asia	southern_asia	Ovis aries	BTV-2/IND2003/03	2003	KP696605
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696615	IND	India	asia	southern_asia	-	BTV-9/IND2004/02	2004	KP696615
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696625	IND	India	asia	southern_asia	-	BTV-9/IND2004/04	2004	KP696625
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696635	IND	India	asia	southern_asia	-	BTV-9/IND2005/01	2005	KP696635
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696644	IND	India	asia	southern_asia	-	BTV-9/IND2005/02	2005	KP696644
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696654	IND	India	asia	southern_asia	-	BTV-9/IND2005/03	2005	KP696654
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696663	IND	India	asia	southern_asia	Ovis aries	BTV-23/IND1997/01	1997	KP696663
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696673	IND	India	asia	southern_asia	-	BTV-23/IND2004/07	2004	KP696673
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696683	IND	India	asia	southern_asia	-	BTV-23/IND2004/08	2004	KP696683
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP696693	IND	India	asia	southern_asia	-	BTV-23/IND2004/09	2004	KP696693
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP821222	FRA	France	europe	western_europe	Bos taurus	FRA2008/27	2008	KP821222
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP821223	FRA	France	europe	western_europe	Bos taurus	FRA2008/28	2008	KP821223
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP821224	FRA	France	europe	western_europe	Bos taurus	FRA2008/29	2008	KP821224
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP821225	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/14	1959	KP821225
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP821226	ZAF	South Africa	africa	sub_saharan_africa	Bos taurus	RSArrrr/15	1960	KP821226
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP821227	CYP	Cyprus	asia	western_asia	Ovis aries	CYP2004/01	2004	KP821227
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP821228	CYP	Cyprus	asia	western_asia	Bos taurus	CYP2006/01	2006	KP821228
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP821229	CYP	Cyprus	asia	western_asia	Bos taurus	CYP2010/03	2010	KP821229
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP821230	FRA	France	europe	western_europe	Ovis aries	COR2004/01	2004	KP821230
alignment/PHYLO_UNC_S4/member/ncbi-curated/KP821231	GRC	Greece	europe	southern_europe	Ovis aries	GRE1999/13	1999	KP821231
