taxon	country_iso	country_display_name	region	sub_region	host	isolate_display_name	year	accession
alignment/PHYLO_UNC_S6/member/ncbi-curated/AB686240	JPN	Japan	asia	eastern_asia	Culicoides sp.	KSB-7/C/08	2008	AB686240
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586656	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSAvvvv/01	1958	AJ586656
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586657	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/01	1982	AJ586657
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586658	SDN	Sudan	africa	northern_africa	-	SUD1987/01	1987	AJ586658
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586659	IND	India	asia	southern_asia	Ovis aries	IND1992/01	1992	AJ586659
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586660	IND	India	asia	southern_asia	-	IND1992/02	-	AJ586660
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586661	IND	India	asia	southern_asia	-	IND1988/01	-	AJ586661
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586662	IND	India	asia	southern_asia	Ovis aries	IND1999/01	-	AJ586662
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586663	IND	India	asia	southern_asia	Culicoides sp.	IND2001/01	-	AJ586663
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586664	GRC	Greece	europe	southern_europe	Ovis aries	GRE2001/01	2001	AJ586664
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586665	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSAvvvv/02	1958	AJ586665
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586666	SDN	Sudan	africa	northern_africa	-	SUD1985/01	1985	AJ586666
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586667	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/02	1982	AJ586667
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586668	TUN	Tunisia	africa	northern_africa	-	TUN2000/01	2000	AJ586668
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586669	ITA	Italy	europe	southern_europe	-	ITL2002/05	2002	AJ586669
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586670	ITA	Italy	europe	southern_europe	-	ITL2002/06	2002	AJ586670
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586671	ITA	Italy	europe	southern_europe	-	ITL2002/07_place_2	2002	AJ586671
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586672	ITA	Italy	europe	southern_europe	-	SAD2001/01-Sardinia-4P	2001	AJ586672
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586673	ITA	Italy	europe	southern_europe	-	SAD2001/02-Sardinia-6P	2001	AJ586673
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586674	FRA	France	europe	western_europe	Ovis aries	FRA2001/03	2001	AJ586674
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586675	IND	India	asia	southern_asia	-	IND1982/01	1982	AJ586675
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586676	ZAF	South Africa	africa	sub_saharan_africa	-	RSAvvv3/04	-	AJ586676
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586677	SDN	Sudan	africa	northern_africa	Bos taurus	SUD1983/01	1983	AJ586677
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586678	CYP	Cyprus	asia	western_asia	-	CYP1969/01-(ASOT-1)	1969	AJ586678
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586679	TUR	Turkey	asia	western_asia	-	TUR1978/01	1978	AJ586679
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586680	TUR	Turkey	asia	western_asia	-	TURvvvv/04-Turkey-vaccine	-	AJ586680
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586681	GRC	Greece	europe	southern_europe	-	GRE2000/01	2000	AJ586681
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586682	ARG	Argentina	americas	latin_america_and_the_caribbean	Bos taurus	ARG2002/01	2002	AJ586682
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586683	ZAF	South Africa	africa	sub_saharan_africa	-	RSAvvv2/09	-	AJ586683
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586684	TUR	Turkey	asia	western_asia	-	TUR2000/03	2000	AJ586684
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586685	TUR	Turkey	asia	western_asia	-	TUR2000/04	2000	AJ586685
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586686	TUR	Turkey	asia	western_asia	-	TUR2000/05	2000	AJ586686
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586687	BIH	Bosnia and Herzegovina	europe	southern_europe	Ovis aries	BOS2002/02	2002	AJ586687
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586688	SRB	Serbia	europe	southern_europe	Ovis aries	SER2001/01	2001	AJ586688
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586689	PAK	Pakistan	asia	southern_asia	Ovis aries	RSAvvvv/16	1960	AJ586689
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586690	IDN	Indonesia	asia	south_eastern_asia	-	ISA1991/01	1991	AJ586690
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586691	TUR	Turkey	asia	western_asia	-	TUR2000/01	2000	AJ586691
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586692	TUR	Turkey	asia	western_asia	-	TUR2000/02	2000	AJ586692
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586693	TUR	Turkey	asia	western_asia	-	TUR2000/10	2000	AJ586693
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586694	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/10	1982	AJ586694
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586695	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/01_reference	1958	AJ586695
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586696	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/02	1959	AJ586696
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586697	CYP	Cyprus	asia	western_asia	Ovis aries	RSArrrr/03	1943	AJ586697
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586698	ZWE	Zimbabwe	africa	sub_saharan_africa	Bos taurus	ZIM2002/01	2002	AJ586698
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586699	CYP	Cyprus	asia	western_asia	Ovis aries	RSArrrr/04	1969	AJ586699
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586700	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/05	1953	AJ586700
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586701	CMR	Cameroon	africa	sub_saharan_africa	-	CAR1982/02	1982	AJ586701
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586702	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/03	1982	AJ586702
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586703	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/06	1958	AJ586703
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586704	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/07	1955	AJ586704
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586705	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/08	1937	AJ586705
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586706	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/07	1982	AJ586706
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586707	KEN	Kenya	africa	sub_saharan_africa	-	KEN????/01	-	AJ586707
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586708	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/09	1942	AJ586708
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586709	PRT	Portugal	europe	southern_europe	Ovis aries	RSArrrr/10	1956	AJ586709
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586710	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/11	1944	AJ586710
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586711	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/12	1941	AJ586711
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586712	KEN	Kenya	africa	sub_saharan_africa	-	KEN????/02	-	AJ586712
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586713	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/13	1959	AJ586713
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586714	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/14	1959	AJ586714
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586715	CMR	Cameroon	africa	sub_saharan_africa	-	CAR1982/04	1982	AJ586715
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586716	ZAF	South Africa	africa	sub_saharan_africa	Bos taurus	RSArrrr/15	1960	AJ586716
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586717	ZWE	Zimbabwe	africa	sub_saharan_africa	Culicoides sp.	ZIM2003/08	2003	AJ586717
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586718	ZWE	Zimbabwe	africa	sub_saharan_africa	Culicoides sp.	ZIM2003/09	2003	AJ586718
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586719	PAK	Pakistan	asia	southern_asia	Ovis aries	RSArrrr/16*	1960	AJ586719
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586720	USA	United States	americas	northern_america	-	RSArrrr/17	1979	AJ586720
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586721	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/18	1976	AJ586721
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586722	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/19	1976	AJ586722
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586723	AUS	Australia	oceania	australia_and_new_zealand	Culicoides sp.	RSArrrr/20	1975	AJ586723
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586724	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	RSArrrr/21	1979	AJ586724
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586725	ZAF	South Africa	africa	sub_saharan_africa	Culicoides sp.	RSArrrr/22	1992	AJ586725
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586726	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/11	1982	AJ586726
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586727	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	RSArrrr/23	1987	AJ586727
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586728	IND	India	asia	southern_asia	Ovis aries	IND1997/01	-	AJ586728
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586729	IDN	Indonesia	asia	south_eastern_asia	-	ISA1991/02	1991	AJ586729
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ586730	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/24	1992	AJ586730
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ631214	AUS	Australia	oceania	australia_and_new_zealand	-	AUS1981/01	1981	AJ631214
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ631215	ITA	Italy	europe	southern_europe	Ovis aries	ITL2003/01	2003	AJ631215
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ631216	IND	India	asia	southern_asia	Ovis aries	IND1998/01	1998	AJ631216
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ631217	IND	India	asia	southern_asia	Ovis aries	IND1988/02	1988	AJ631217
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ783902	IND	India	asia	southern_asia	Ovis aries	IND2003/04	-	AJ783902
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ783903	IND	India	asia	southern_asia	Ovis aries	IND2003/05	-	AJ783903
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ783904	IND	India	asia	southern_asia	Ovis aries	IND2003/01	-	AJ783904
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ783905	IND	India	asia	southern_asia	Ovis aries	IND2003/02_tissue_2	-	AJ783905
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ783906	IND	India	asia	southern_asia	Ovis aries	IND2003/03	-	AJ783906
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ783907	IND	India	asia	southern_asia	Ovis aries	IND1988/03	-	AJ783907
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ783908	ESP	Spain	europe	southern_europe	Ovis aries	SPA2003/01	2003	AJ783908
alignment/PHYLO_UNC_S6/member/ncbi-curated/AJ783909	ESP	Spain	europe	southern_europe	Ovis aries	SPA2003/02	2003	AJ783909
alignment/PHYLO_UNC_S6/member/ncbi-curated/AM498056	NLD	Netherlands	europe	western_europe	Ovis aries	NET2006/04_field	2006	AM498056
alignment/PHYLO_UNC_S6/member/ncbi-curated/AM773703	GRC	Greece	europe	southern_europe	Ovis aries	GRE1999/13	1999	AM773703
alignment/PHYLO_UNC_S6/member/ncbi-curated/AM773704	ISR	Israel	asia	western_asia	Ovis aries	ISR2001/18	2001	AM773704
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY129083	FRA	France	europe	western_europe	-	Corsican bluetongue virus	2001	AY129083
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY129084	ZAF	South Africa	africa	sub_saharan_africa	-	Ondersterpoort BTV-2 monovalent vaccine	-	AY129084
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY189951	ITA	Italy	europe	southern_europe	-	Unlabelled_AY189951	-	AY189951
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY493690	TWN	Taiwan	asia	eastern_asia	Capra hircus	KM	2003	AY493690
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY643508	IND	India	asia	southern_asia	Ovis aries	Dehradun	-	AY643508
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY643509	IND	India	asia	southern_asia	Ovis aries	Rahuri	-	AY643509
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY643510	IND	India	asia	southern_asia	Ovis aries	Bangalore	-	AY643510
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY855276	ZAF	South Africa	africa	sub_saharan_africa	-	557 SA	1959	AY855276
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY855277	USA	United States	americas	northern_america	-	OnaA	1982	AY855277
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY855278	USA	United States	americas	northern_america	-	OnaB	1982	AY855278
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY855279	USA	United States	americas	northern_america	-	FL99 13406-2	1999	AY855279
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY855280	USA	United States	americas	northern_america	-	FL99 22364-8	1999	AY855280
alignment/PHYLO_UNC_S6/member/ncbi-curated/AY855281	USA	United States	americas	northern_america	-	FL99 12475	1999	AY855281
alignment/PHYLO_UNC_S6/member/ncbi-curated/D12532	-	-	-	-	-	Unlabelled_D12532	-	D12532
alignment/PHYLO_UNC_S6/member/ncbi-curated/DQ080910	-	-	-	-	-	BT17-198	1976	DQ080910
alignment/PHYLO_UNC_S6/member/ncbi-curated/DQ080911	-	-	-	-	-	BT17-199	-	DQ080911
alignment/PHYLO_UNC_S6/member/ncbi-curated/DQ080912	PRI	Puerto Rico	americas	latin_america_and_the_caribbean	-	BT17-283	-	DQ080912
alignment/PHYLO_UNC_S6/member/ncbi-curated/DQ080913	-	-	-	-	-	BT17-299	-	DQ080913
alignment/PHYLO_UNC_S6/member/ncbi-curated/DQ080914	-	-	-	-	-	BT17-300	-	DQ080914
alignment/PHYLO_UNC_S6/member/ncbi-curated/DQ080915	-	-	-	-	-	BT17-ATCC	-	DQ080915
alignment/PHYLO_UNC_S6/member/ncbi-curated/EU422952	DZA	Algeria	africa	northern_africa	Ovis aries	ALG2006/01	2006	EU422952
alignment/PHYLO_UNC_S6/member/ncbi-curated/EU422953	MAR	Morocco	africa	northern_africa	Ovis aries	MOR2006/06	2006	EU422953
alignment/PHYLO_UNC_S6/member/ncbi-curated/EU839842	CHE	Switzerland	europe	western_europe	Capra hircus	TOV	2007	EU839842
alignment/PHYLO_UNC_S6/member/ncbi-curated/FJ183379	NLD	Netherlands	europe	western_europe	-	BTV-8/NLD/2008	-	FJ183379
alignment/PHYLO_UNC_S6/member/ncbi-curated/FJ969723	ZAF	South Africa	africa	sub_saharan_africa	-	RSA Reverse Genetics 1	-	FJ969723
alignment/PHYLO_UNC_S6/member/ncbi-curated/FM179950	ITA	Italy	europe	southern_europe	Ovis aries	SAD2004/04_JUL_27	2004	FM179950
alignment/PHYLO_UNC_S6/member/ncbi-curated/FM179951	ITA	Italy	europe	southern_europe	Ovis aries	SAD2004/03	2004	FM179951
alignment/PHYLO_UNC_S6/member/ncbi-curated/GQ506456	NLD	Netherlands	europe	western_europe	Bos taurus	NET2007/01	2007	GQ506456
alignment/PHYLO_UNC_S6/member/ncbi-curated/GQ506464	DEU	Germany	europe	western_europe	Bos taurus	GER2008/05	2008	GQ506464
alignment/PHYLO_UNC_S6/member/ncbi-curated/GQ506477	NLD	Netherlands	europe	western_europe	Bos taurus	NET2008/05	2008	GQ506477
alignment/PHYLO_UNC_S6/member/ncbi-curated/GQ506483	NLD	Netherlands	europe	western_europe	Bos taurus	NET2008/06	2008	GQ506483
alignment/PHYLO_UNC_S6/member/ncbi-curated/GQ506493	ZAF	South Africa	africa	sub_saharan_africa	Culicoides sp.	P635	-	GQ506493
alignment/PHYLO_UNC_S6/member/ncbi-curated/GQ506511	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	5011-60E-PP	1958	GQ506511
alignment/PHYLO_UNC_S6/member/ncbi-curated/GQ506521	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BT2-03	-	GQ506521
alignment/PHYLO_UNC_S6/member/ncbi-curated/GQ506531	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	5011-60E-Strathene	1958	GQ506531
alignment/PHYLO_UNC_S6/member/ncbi-curated/GQ506541	USA	United States	americas	northern_america	Bos taurus	USA2006/01	2006	GQ506541
alignment/PHYLO_UNC_S6/member/ncbi-curated/GU784864	TWN	Taiwan	asia	eastern_asia	Bos taurus	BTV12/PT/2003	2003	GU784864
alignment/PHYLO_UNC_S6/member/ncbi-curated/JF443160	IND	India	asia	southern_asia	Ovis aries	BBF	2006	JF443160
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255159	KWT	Kuwait	asia	western_asia	Ovis aries	KUW2010/02	2010	JN255159
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255867	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT(L)	2000	JN255867
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255877	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT(H)	2000	JN255877
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255887	ITA	Italy	europe	southern_europe	Ovis aries	BTV-4IT(L)	2003	JN255887
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255897	ITA	Italy	europe	southern_europe	Ovis aries	BTV-4IT(H)	2003	JN255897
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255907	ITA	Italy	europe	southern_europe	Ovis aries	BTV-9IT(L)	2000	JN255907
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255917	ITA	Italy	europe	southern_europe	Ovis aries	BTV-9IT(H)	2000	JN255917
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255927	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-2RSA(WT)	-	JN255927
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255937	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-2RSA(vacc)	-	JN255937
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255947	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV4-RSA(vacc)	1900	JN255947
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255957	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-9RSA(WT)	1942	JN255957
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN255967	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-9RSA(vacc)	1942	JN255967
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN572916	IND	India	asia	southern_asia	Ovis aries	Kmno-7/06/IND	-	JN572916
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN572918	IND	India	asia	southern_asia	Ovis aries	Vjw-64/08/IND	-	JN572918
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN579709	IND	India	asia	southern_asia	Ovis aries	ONG-5/06/IND	-	JN579709
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN671911	CHN	China	asia	eastern_asia	Ovis aries	BN96/16	1996	JN671911
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN704635	IND	India	asia	southern_asia	Ovis aries	BT-HYD/04/IND	-	JN704635
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN848764	CHN	China	asia	eastern_asia	Ovis aries	SZ97/1	1997	JN848764
alignment/PHYLO_UNC_S6/member/ncbi-curated/JN881990	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	CSIRO156	1979	JN881990
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ086226	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP192_passage_history_1	1982	JQ086226
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ086236	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP965	1986	JQ086236
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ086246	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	v7291-DPP7291	2008	JQ086246
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ086256	AUS	Australia	oceania	australia_and_new_zealand	Culicoides sp.	CSIRO19	1977	JQ086256
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ086266	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP86	1979	JQ086266
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ086276	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP90	1982	JQ086276
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ086286	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP973	1986	JQ086286
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ086296	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	v6963	2007	JQ086296
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ086306	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DP0837	1985	JQ086306
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ240326	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	Cooktown	2010	JQ240326
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ414051	IND	India	asia	southern_asia	Ovis aries	M11/MBN/2005	-	JQ414051
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ414052	IND	India	asia	southern_asia	Ovis aries	GP/CHT/1998	-	JQ414052
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ740776	IND	India	asia	southern_asia	-	IND2004/01	2004	JQ740776
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ771818	IND	India	asia	southern_asia	-	IND2003/08	2003	JQ771818
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ822253	USA	United States	americas	northern_america	Bos taurus	USA2010	2010	JQ822253
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ904068	IND	India	asia	southern_asia	Ovis aries	sheep/08/Ind/ABT/Hisar	2008	JQ904068
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ924825	IND	India	asia	southern_asia	Capra hircus	IND/Goat/2010/16/HSR	2010	JQ924825
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ972836	-	-	-	-	Bos taurus	BTV-11_REF	2010	JQ972836
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ972846	-	-	-	-	Bos taurus	BTV-11_VAC	2010	JQ972846
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ972856	DEU	Germany	europe	western_europe	Bos taurus	BTV-11_DE	2010	JQ972856
alignment/PHYLO_UNC_S6/member/ncbi-curated/JQ972866	MTQ	Martinique	americas	latin_america_and_the_caribbean	Bos taurus	BTV-11_MQ	2010	JQ972866
alignment/PHYLO_UNC_S6/member/ncbi-curated/JX003692	IND	India	asia	southern_asia	Ovis aries	Ind-R1-2007	2007	JX003692
alignment/PHYLO_UNC_S6/member/ncbi-curated/JX007927	IND	India	asia	southern_asia	Bos taurus	IND2010/cattle/16	2010	JX007927
alignment/PHYLO_UNC_S6/member/ncbi-curated/JX024942	ARG	Argentina	americas	latin_america_and_the_caribbean	Bos taurus	4/ARG/2001/99	1999	JX024942
alignment/PHYLO_UNC_S6/member/ncbi-curated/JX024947	ARG	Argentina	americas	latin_america_and_the_caribbean	Bos taurus	4/ARG/2001/102	1999	JX024947
alignment/PHYLO_UNC_S6/member/ncbi-curated/JX024952	ARG	Argentina	americas	latin_america_and_the_caribbean	Bos taurus	4/ARG/2001/829	1999	JX024952
