taxon	country_iso	country_display_name	region	sub_region	host	isolate_display_name	year	accession
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186804	GRC	Greece	europe	southern_europe	Ovis aries	GRE1999/10	1999	DQ186804
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186805	GRC	Greece	europe	southern_europe	Ovis aries	GRE1999/12	1999	DQ186805
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186806	GRC	Greece	europe	southern_europe	Ovis aries	GRE2000/07	2000	DQ186806
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186807	GRC	Greece	europe	southern_europe	Ovis aries	GRE2001/07	2001	DQ186807
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186808	GRC	Greece	europe	southern_europe	Ovis aries	GRE1998/01	1998	DQ186808
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186809	GRC	Greece	europe	southern_europe	Ovis aries	GRE1999/15	1999	DQ186809
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186810	IND	India	asia	southern_asia	Ovis aries	IND1998/01	1998	DQ186810
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186811	IND	India	asia	southern_asia	Culicoides sp.	BTV-1/IND2001/01	2001	DQ186811
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186812	IDN	Indonesia	asia	south_eastern_asia	-	ISA1991/01	1991	DQ186812
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186813	ISR	Israel	asia	western_asia	Ovis aries	ISR2001/01	2001	DQ186813
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186814	ISR	Israel	asia	western_asia	Ovis aries	ISR2001/18	2001	DQ186814
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186815	ITA	Italy	europe	southern_europe	Ovis aries	ITL2002/07_place_1	2002	DQ186815
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186816	MYS	Malaysia	asia	south_eastern_asia	-	MAY1987/01	1987	DQ186816
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186817	MAR	Morocco	africa	northern_africa	Ovis aries	MOR2004/02	2004	DQ186817
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186818	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/01	1982	DQ186818
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186819	NGA	Nigeria	africa	sub_saharan_africa	-	NIG1982/10	1982	DQ186819
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186820	GRC	Greece	europe	southern_europe	Ovis aries	GRE2001/06	2001	DQ186820
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186821	GRC	Greece	europe	southern_europe	Ovis aries	GRE1999/13	1999	DQ186821
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186822	GRC	Greece	europe	southern_europe	Ovis aries	GRE2001/05	2001	DQ186822
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186823	GRC	Greece	europe	southern_europe	Ovis aries	GRE1979/01	1979	DQ186823
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186824	ESP	Spain	europe	southern_europe	Ovis aries	SPA2003/01	2003	DQ186824
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186825	SDN	Sudan	africa	northern_africa	Bos taurus	SUD1983/01	1983	DQ186825
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186826	TUN	Tunisia	africa	northern_africa	-	TUN2000/01	2000	DQ186826
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186827	TUR	Turkey	asia	western_asia	-	TUR2000/01	2000	DQ186827
alignment/PHYLO_UNC_S3/member/ncbi-curated/DQ186828	ZWE	Zimbabwe	africa	sub_saharan_africa	Culicoides sp.	ZIM2003/10	-	DQ186828
alignment/PHYLO_UNC_S3/member/ncbi-curated/FJ183376	NLD	Netherlands	europe	western_europe	-	BTV-8/NLD/2008	-	FJ183376
alignment/PHYLO_UNC_S3/member/ncbi-curated/FJ969721	ZAF	South Africa	africa	sub_saharan_africa	-	RSA Reverse Genetics 1	-	FJ969721
alignment/PHYLO_UNC_S3/member/ncbi-curated/GQ506453	NLD	Netherlands	europe	western_europe	Bos taurus	NET2007/01	2007	GQ506453
alignment/PHYLO_UNC_S3/member/ncbi-curated/GQ506469	NLD	Netherlands	europe	western_europe	Bos taurus	NET2008/04	2008	GQ506469
alignment/PHYLO_UNC_S3/member/ncbi-curated/GQ506474	NLD	Netherlands	europe	western_europe	Bos taurus	NET2008/05	2008	GQ506474
alignment/PHYLO_UNC_S3/member/ncbi-curated/GQ506490	ZAF	South Africa	africa	sub_saharan_africa	Culicoides sp.	P635	-	GQ506490
alignment/PHYLO_UNC_S3/member/ncbi-curated/GQ506499	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	RSArrrr/06	1958	GQ506499
alignment/PHYLO_UNC_S3/member/ncbi-curated/GQ506508	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	5011-60E-PP	1958	GQ506508
alignment/PHYLO_UNC_S3/member/ncbi-curated/GQ506518	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BT2-03	-	GQ506518
alignment/PHYLO_UNC_S3/member/ncbi-curated/GQ506528	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	5011-60E-Strathene	1958	GQ506528
alignment/PHYLO_UNC_S3/member/ncbi-curated/GQ506538	USA	United States	americas	northern_america	Bos taurus	USA2006/01	2006	GQ506538
alignment/PHYLO_UNC_S3/member/ncbi-curated/GQ982523	CHE	Switzerland	europe	western_europe	Capra hircus	TOV	2007	GQ982523
alignment/PHYLO_UNC_S3/member/ncbi-curated/GU390660	TWN	Taiwan	asia	eastern_asia	Bos taurus	BTV12/PT/2003	2003	GU390660
alignment/PHYLO_UNC_S3/member/ncbi-curated/HM590643	KWT	Kuwait	asia	western_asia	Ovis aries	KUW2010/02	2010	HM590643
alignment/PHYLO_UNC_S3/member/ncbi-curated/JF443158	IND	India	asia	southern_asia	Ovis aries	BBF	2006	JF443158
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255864	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT(L)	2000	JN255864
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255874	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT(H)	2000	JN255874
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255884	ITA	Italy	europe	southern_europe	Ovis aries	BTV-4IT(L)	2003	JN255884
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255894	ITA	Italy	europe	southern_europe	Ovis aries	BTV-4IT(H)	2003	JN255894
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255904	ITA	Italy	europe	southern_europe	Ovis aries	BTV-9IT(L)	2000	JN255904
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255914	ITA	Italy	europe	southern_europe	Ovis aries	BTV-9IT(H)	2000	JN255914
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255924	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-2RSA(WT)	-	JN255924
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255934	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-2RSA(vacc)	-	JN255934
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255944	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV4-RSA(vacc)	1900	JN255944
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255954	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-9RSA(WT)	1942	JN255954
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN255964	ZAF	South Africa	africa	sub_saharan_africa	Ovis aries	BTV-9RSA(vacc)	1942	JN255964
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN671908	CHN	China	asia	eastern_asia	Ovis aries	BN96/16	1996	JN671908
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN848761	CHN	China	asia	eastern_asia	Ovis aries	SZ97/1	1997	JN848761
alignment/PHYLO_UNC_S3/member/ncbi-curated/JN881987	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	CSIRO156	1979	JN881987
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ086223	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP192_passage_history_1	1982	JQ086223
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ086233	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP965	1986	JQ086233
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ086243	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	v7291-DPP7291	2008	JQ086243
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ086253	AUS	Australia	oceania	australia_and_new_zealand	Culicoides sp.	CSIRO19	1977	JQ086253
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ086263	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP86	1979	JQ086263
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ086273	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP90	1982	JQ086273
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ086283	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP973	1986	JQ086283
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ086293	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	v6963	2007	JQ086293
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ086303	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DP0837	1985	JQ086303
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ240323	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	Cooktown	2010	JQ240323
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ282771	IND	India	asia	southern_asia	Ovis aries	IND1992/01	1992	JQ282771
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ681259	IND	India	asia	southern_asia	Ovis aries	IND2003/02_tissue_1	2003	JQ681259
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ713558	IND	India	asia	southern_asia	-	IND1982/01	1982	JQ713558
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ740773	IND	India	asia	southern_asia	-	IND2004/01	2004	JQ740773
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ771815	IND	India	asia	southern_asia	-	IND2003/08	2003	JQ771815
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ771825	IND	India	asia	southern_asia	Ovis aries	IND1988/02	1988	JQ771825
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ822250	USA	United States	americas	northern_america	Bos taurus	USA2010	2010	JQ822250
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ904071	IND	India	asia	southern_asia	Ovis aries	sheep/08/Ind/ABT/Hisar	2008	JQ904071
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ924822	IND	India	asia	southern_asia	Capra hircus	IND/Goat/2010/16/HSR	2010	JQ924822
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ972833	-	-	-	-	Bos taurus	BTV-11_REF	2010	JQ972833
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ972843	-	-	-	-	Bos taurus	BTV-11_VAC	2010	JQ972843
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ972853	DEU	Germany	europe	western_europe	Bos taurus	BTV-11_DE	2010	JQ972853
alignment/PHYLO_UNC_S3/member/ncbi-curated/JQ972863	MTQ	Martinique	americas	latin_america_and_the_caribbean	Bos taurus	BTV-11_MQ	2010	JQ972863
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX003689	IND	India	asia	southern_asia	Ovis aries	Ind-R1-2007	2007	JX003689
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX007925	IND	India	asia	southern_asia	Bos taurus	IND2010/cattle/16	2010	JX007925
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX024941	ARG	Argentina	americas	latin_america_and_the_caribbean	Bos taurus	4/ARG/2001/99	1999	JX024941
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX024946	ARG	Argentina	americas	latin_america_and_the_caribbean	Bos taurus	4/ARG/2001/102	1999	JX024946
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX024951	ARG	Argentina	americas	latin_america_and_the_caribbean	Bos taurus	4/ARG/2001/829	1999	JX024951
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX024956	ARG	Argentina	americas	latin_america_and_the_caribbean	Bos taurus	4/ARG/2009	2009	JX024956
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX024961	ARG	Argentina	americas	latin_america_and_the_caribbean	Bos taurus	4/ARG/2010	2010	JX024961
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272371	ZAF	South Africa	africa	sub_saharan_africa	-	BT24/84	-	JX272371
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272381	ZAF	South Africa	africa	sub_saharan_africa	-	5012	-	JX272381
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272391	ZAF	South Africa	africa	sub_saharan_africa	-	84/184	-	JX272391
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272401	ZAF	South Africa	africa	sub_saharan_africa	-	5268/5	-	JX272401
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272411	ZAF	South Africa	africa	sub_saharan_africa	-	CSIRO 154	-	JX272411
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272421	ZAF	South Africa	africa	sub_saharan_africa	-	BT71/77	-	JX272421
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272431	ZAF	South Africa	africa	sub_saharan_africa	-	25-2	-	JX272431
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272441	ZAF	South Africa	africa	sub_saharan_africa	-	BT32/76	-	JX272441
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272451	ZAF	South Africa	africa	sub_saharan_africa	-	S7668	-	JX272451
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272461	ZAF	South Africa	africa	sub_saharan_africa	-	7766	-	JX272461
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272471	ZAF	South Africa	africa	sub_saharan_africa	-	23/08/65	-	JX272471
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272481	ZAF	South Africa	africa	sub_saharan_africa	-	BT87/59	-	JX272481
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272491	ZAF	South Africa	africa	sub_saharan_africa	-	160	-	JX272491
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272501	ZAF	South Africa	africa	sub_saharan_africa	-	75005	-	JX272501
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272511	ZAF	South Africa	africa	sub_saharan_africa	-	4574	-	JX272511
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272521	ZAF	South Africa	africa	sub_saharan_africa	-	2627	-	JX272521
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272531	ZAF	South Africa	africa	sub_saharan_africa	-	2766	-	JX272531
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272541	ZAF	South Africa	africa	sub_saharan_africa	-	8438	-	JX272541
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272551	ZAF	South Africa	africa	sub_saharan_africa	-	1504	-	JX272551
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272561	ZAF	South Africa	africa	sub_saharan_africa	-	5011	-	JX272561
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272571	ZAF	South Africa	africa	sub_saharan_africa	-	4868	-	JX272571
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272581	ZAF	South Africa	africa	sub_saharan_africa	-	79043	-	JX272581
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272591	ZAF	South Africa	africa	sub_saharan_africa	-	8231	-	JX272591
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX272601	ZAF	South Africa	africa	sub_saharan_africa	-	5036	-	JX272601
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX399150	IND	India	asia	southern_asia	Ovis aries	K23/08	2008	JX399150
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX560415	CHN	China	asia	eastern_asia	Bos taurus	YST-4	1997	JX560415
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX680449	NLD	Netherlands	europe	western_europe	-	NET2006/04_RG	-	JX680449
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX680459	ZAF	South Africa	africa	sub_saharan_africa	-	RSArrrr/01_RG	-	JX680459
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX861490	FRA	France	europe	western_europe	Ovis aries	FRA2007/18	2007	JX861490
alignment/PHYLO_UNC_S3/member/ncbi-curated/JX861500	FRA	France	europe	western_europe	Bos taurus	FRA2008/24	2008	JX861500
alignment/PHYLO_UNC_S3/member/ncbi-curated/K02369	-	-	-	-	-	Unlabelled_K02369	-	K02369
alignment/PHYLO_UNC_S3/member/ncbi-curated/KC662614	IND	India	asia	southern_asia	Ovis aries	INDAPADBNMO1/11	2011	KC662614
alignment/PHYLO_UNC_S3/member/ncbi-curated/KC879617	CHN	China	asia	eastern_asia	Ovis aries	Y863_1979	1979	KC879617
alignment/PHYLO_UNC_S3/member/ncbi-curated/KF387523	ITA	Italy	europe	southern_europe	Bos taurus	ITL2002_Apulia_2002	2002	KF387523
alignment/PHYLO_UNC_S3/member/ncbi-curated/KF560419	IND	India	asia	southern_asia	Ovis aries	WGV103/ABT/HSR	2008	KF560419
alignment/PHYLO_UNC_S3/member/ncbi-curated/KF664105	IND	India	asia	southern_asia	Ovis aries	K31-08/ABT/HSR	2008	KF664105
alignment/PHYLO_UNC_S3/member/ncbi-curated/KF664115	IND	India	asia	southern_asia	Culicoides sp.	SKN7/ABT/HSR	2007	KF664115
alignment/PHYLO_UNC_S3/member/ncbi-curated/KF664125	IND	India	asia	southern_asia	Ovis aries	NRT37/ABT/HSR	2008	KF664125
alignment/PHYLO_UNC_S3/member/ncbi-curated/KF664135	IND	India	asia	southern_asia	Capra hircus	G53/ABT/HSR	2011	KF664135
alignment/PHYLO_UNC_S3/member/ncbi-curated/KF986488	USA	United States	americas	northern_america	Bos taurus	USA2006	2006	KF986488
alignment/PHYLO_UNC_S3/member/ncbi-curated/KF986489	PAN	Panama	americas	latin_america_and_the_caribbean	Bos taurus	185	1989	KF986489
alignment/PHYLO_UNC_S3/member/ncbi-curated/KF986500	USA	United States	americas	northern_america	Bos taurus	USA2003	2003	KF986500
alignment/PHYLO_UNC_S3/member/ncbi-curated/KJ019207	ITA	Italy	europe	southern_europe	Ovis aries	BTV-1 SAD2013	2013	KJ019207
alignment/PHYLO_UNC_S3/member/ncbi-curated/KJ577096	ITA	Italy	europe	southern_europe	Ovis aries	SAD2012	2012	KJ577096
alignment/PHYLO_UNC_S3/member/ncbi-curated/KJ577106	TUN	Tunisia	africa	northern_africa	Ovis aries	TUN2011	2011	KJ577106
alignment/PHYLO_UNC_S3/member/ncbi-curated/KJ577116	ITA	Italy	europe	southern_europe	Ovis aries	SAD2010	2010	KJ577116
alignment/PHYLO_UNC_S3/member/ncbi-curated/KJ577126	ITA	Italy	europe	southern_europe	Ovis aries	LAZ2013	2013	KJ577126
alignment/PHYLO_UNC_S3/member/ncbi-curated/KJ661731	ITA	Italy	europe	southern_europe	Ovis aries	SIC2013	2013	KJ661731
alignment/PHYLO_UNC_S3/member/ncbi-curated/KJ736003	ITA	Italy	europe	southern_europe	Ovis aries	SAD2006	2006	KJ736003
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM053260	ITA	Italy	europe	southern_europe	Ovis aries	BTV-8IT2008	2008	KM053260
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM053270	ITA	Italy	europe	southern_europe	Ovis aries	BTV-2IT2000	2000	KM053270
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099540	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP0065	1981	KM099540
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099541	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1000	1986	KM099541
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099542	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1315	1988	KM099542
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099543	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP1523	1989	KM099543
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099544	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP2559	1993	KM099544
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099545	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP3072	1994	KM099545
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099546	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4032	1996	KM099546
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099547	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4100	1997	KM099547
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099548	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4588	1999	KM099548
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099549	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP4690	1999	KM099549
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099550	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP5775	2002	KM099550
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099551	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP5844	2002	KM099551
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099552	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP6112	2004	KM099552
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099553	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP6504	2005	KM099553
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099554	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP7137	2008	KM099554
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099555	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP8086	2010	KM099555
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM099556	AUS	Australia	oceania	australia_and_new_zealand	Bos taurus	DPP8304	2010	KM099556
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM233616	ZAF	South Africa	africa	sub_saharan_africa	-	BTV-4RSA(WT)	-	KM233616
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM580417	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-3	2011	KM580417
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM580425	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-5	2011	KM580425
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM580442	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-9	2011	KM580442
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM580445	USA	United States	americas	northern_america	Odocoileus virginianus	USA2011/TX 11-56803-18	2011	KM580445
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM580462	USA	United States	americas	northern_america	Canis familiaris	USA2011/TX 128184-11	2011	KM580462
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM580465	USA	United States	americas	northern_america	Canis familiaris	USA2012/KS 120659-12	2012	KM580465
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM580481	USA	United States	americas	northern_america	Odocoileus virginianus	USA2013/FL 13-037190	2013	KM580481
alignment/PHYLO_UNC_S3/member/ncbi-curated/KM580486	USA	United States	americas	northern_america	Lama glama	USA2013/WA 13-031503	2013	KM580486
alignment/PHYLO_UNC_S3/member/ncbi-curated/KP196605	ZAF	South Africa	africa	sub_saharan_africa	Vicugna pacos	BT 57/08	2008	KP196605
alignment/PHYLO_UNC_S3/member/ncbi-curated/KP268776	IND	India	asia	southern_asia	-	IND1994/01	1994	KP268776
